player_name,season,team,position,age,games_played,salary,salary_formatted,salary_rank,pg_points,pg_rebounds,pg_assists,pg_steals,pg_blocks,PER,TS_pct,usage_pct,WS,VORP,BPM,OBPM,DBPM,points_per_million,salary_per_WS,salary_per_VORP,value_score,value_category,season_year
Svi Mykhailiuk,2024-25,UTA,SF,27.0,38.0,3500000,"$3,500,000",285,8.8,2.4,2.0,0.5,0.2,9.8,0.526,20.3,-0.1,-0.3,-3.5,-1.4,-2.1,2.51,,,,Below Average,2024
Olivier-Maxence Prosper,2024-25,DAL,PF,22.0,52.0,2870406,"$2,870,406",326,3.9,2.4,0.8,0.5,0.1,12.6,0.484,16.3,0.9,0.0,-2.1,-1.6,-0.5,1.36,3189340.0,,,Fair Value,2024
Max Christie,2024-25,2TM,SG,21.0,78.0,7142857,"$7,142,857",206,9.6,3.3,1.9,0.8,0.4,10.4,0.57,15.2,2.7,-0.3,-2.5,-2.1,-0.5,1.34,2645503.0,,,Below Average,2024
Devin Carter,2024-25,SAC,PG,22.0,36.0,4689000,"$4,689,000",253,3.8,2.1,1.1,0.6,0.1,10.8,0.471,17.9,0.4,-0.1,-3.2,-3.5,0.3,0.81,11722500.0,,,Below Average,2024
Nick Richards,2024-25,PHO,C,27.0,36.0,5000000,"$5,000,000",244,9.5,8.6,0.6,0.2,0.8,16.3,0.645,17.0,1.9,-0.4,-3.9,-1.9,-2.1,1.9,2631579.0,,,Below Average,2024
Johnny Juzang,2024-25,UTA,SG,23.0,64.0,3087519,"$3,087,519",314,8.9,2.9,1.1,0.6,0.1,11.8,0.573,17.6,1.6,-0.1,-2.3,-0.9,-1.4,2.88,1929699.0,,,Below Average,2024
Blake Wesley,2024-25,SAS,SG,21.0,58.0,2624280,"$2,624,280",342,3.7,1.1,2.0,0.6,0.1,9.9,0.51,16.7,0.2,-0.4,-4.2,-3.9,-0.3,1.41,13121400.0,,,Below Average,2024
Baylor Scheierman,2024-25,BOS,SG,24.0,31.0,2494320,"$2,494,320",354,3.6,2.1,1.1,0.5,0.1,10.3,0.49,14.5,0.7,0.0,-1.7,-2.5,0.8,1.44,3563314.0,,,Fair Value,2024
Nick Richards,2024-25,CHO,C,27.0,21.0,5000000,"$5,000,000",244,8.9,7.5,1.3,0.3,1.2,17.2,0.614,17.9,1.1,0.0,-2.0,-2.3,0.2,1.78,4545455.0,,,Fair Value,2024
Jaylon Tyson,2024-25,CLE,SG,22.0,47.0,3326160,"$3,326,160",291,3.6,2.0,0.9,0.3,0.1,11.1,0.523,17.4,0.8,-0.1,-2.7,-2.4,-0.2,1.08,4157700.0,,,Below Average,2024
Elfrid Payton,2024-25,2TM,PG,30.0,24.0,652671,"$652,671",459,3.5,3.3,6.9,1.0,0.5,8.5,0.34,15.2,-0.6,-0.6,-6.4,-5.1,-1.3,5.36,,,,Below Average,2024
Luka Garza,2024-25,MIN,C,26.0,39.0,2162606,"$2,162,606",376,3.5,1.4,0.3,0.2,0.1,18.8,0.573,26.2,0.7,0.0,-2.3,-0.4,-1.9,1.62,3089437.0,,,Fair Value,2024
Patrick Williams,2024-25,CHI,PF,23.0,63.0,18000000,"$18,000,000",97,9.0,3.8,2.0,0.8,0.5,9.0,0.512,16.9,0.4,-0.7,-3.7,-3.0,-0.7,0.5,45000000.0,,,Below Average,2024
Doug McDermott,2024-25,SAC,SF,33.0,42.0,3303771,"$3,303,771",292,3.5,0.5,0.2,0.1,0.0,9.5,0.617,15.7,0.4,-0.1,-3.2,-0.8,-2.4,1.06,8259428.0,,,Below Average,2024
Isaac Jones,2024-25,SAC,PF,24.0,40.0,641962,"$641,962",460,3.4,1.4,0.3,0.1,0.3,15.2,0.678,16.3,0.7,0.0,-1.7,-0.9,-0.8,5.3,917089.0,,,Fair Value,2024
Damion Lee,2024-25,PHO,SG,32.0,25.0,2800834,"$2,800,834",331,3.3,0.8,0.4,0.2,0.0,11.9,0.499,28.6,-0.1,-0.1,-5.1,-2.9,-2.1,1.18,,,,Below Average,2024
Julian Strawther,2024-25,DEN,SG,22.0,65.0,2552596,"$2,552,596",348,9.0,2.2,1.3,0.6,0.2,9.5,0.559,17.8,1.3,-0.9,-4.5,-3.1,-1.4,3.53,1963535.0,,,Below Average,2024
Cam Reddish,2024-25,LAL,SF,25.0,33.0,2463946,"$2,463,946",356,3.2,2.0,0.7,1.0,0.3,7.4,0.498,8.8,0.7,-0.1,-2.7,-4.4,1.6,1.3,3519923.0,,,Below Average,2024
Anthony Black,2024-25,ORL,PG,21.0,78.0,7607754,"$7,607,754",201,9.4,2.9,3.1,1.1,0.6,11.6,0.521,19.6,2.4,0.0,-1.9,-3.1,1.2,1.24,3169898.0,,,Fair Value,2024
Gary Harris,2024-25,ORL,SG,30.0,48.0,7500000,"$7,500,000",203,3.0,1.3,0.6,0.5,0.3,6.9,0.524,9.5,1.0,-0.1,-2.7,-3.9,1.2,0.4,7500000.0,,,Below Average,2024
Maxi Kleber,2024-25,DAL,PF,33.0,34.0,11000000,"$11,000,000",151,3.0,2.8,1.3,0.3,0.5,5.6,0.489,8.7,0.3,-0.3,-3.8,-4.2,0.4,0.27,36666667.0,,,Below Average,2024
Rayan Rupert,2024-25,POR,SG,20.0,52.0,1891857,"$1,891,857",396,3.0,1.3,0.5,0.3,0.1,8.1,0.499,16.8,0.1,-0.3,-4.7,-4.1,-0.6,1.59,18918570.0,,,Below Average,2024
Markelle Fultz,2024-25,SAC,PG,26.0,21.0,981902,"$981,902",440,2.9,1.0,1.3,0.5,0.1,8.9,0.452,19.3,-0.1,-0.1,-4.7,-4.5,-0.2,2.95,,,,Below Average,2024
Tyler Smith,2024-25,MIL,PF,20.0,23.0,1157153,"$1,157,153",423,2.9,1.1,0.2,0.1,0.2,15.2,0.626,22.1,0.2,0.0,-0.9,0.4,-1.2,2.51,5785765.0,,,Fair Value,2024
Drew Eubanks,2024-25,LAC,C,27.0,24.0,5000000,"$5,000,000",244,2.7,2.4,0.4,0.1,0.3,14.8,0.589,16.0,0.5,0.0,-2.7,-2.4,-0.3,0.54,10000000.0,,,Fair Value,2024
Hunter Tyson,2024-25,DEN,PF,24.0,51.0,1891857,"$1,891,857",396,2.6,1.5,0.4,0.2,0.1,9.0,0.506,15.5,0.4,-0.3,-4.8,-3.3,-1.5,1.37,4729642.0,,,Below Average,2024
Delon Wright,2024-25,MIL,PG,32.0,26.0,3003427,"$3,003,427",318,2.5,1.8,1.8,0.9,0.3,7.4,0.365,11.2,0.2,-0.1,-2.5,-4.1,1.6,0.83,15017135.0,,,Below Average,2024
Jaden Springer,2024-25,2TM,PG,22.0,43.0,4018363,"$4,018,363",271,2.5,1.3,0.8,0.6,0.1,10.7,0.511,14.3,0.5,-0.1,-2.7,-4.3,1.6,0.62,8036726.0,,,Below Average,2024
Anthony Gill,2024-25,WAS,PF,32.0,51.0,2237691,"$2,237,691",366,2.5,1.3,0.3,0.2,0.0,10.2,0.586,12.7,0.5,-0.3,-4.5,-3.0,-1.5,1.12,4475382.0,,,Below Average,2024
Dillon Jones,2024-25,OKC,SF,23.0,54.0,2622360,"$2,622,360",343,2.5,2.2,1.1,0.3,0.1,8.1,0.464,13.3,0.8,-0.3,-4.0,-4.3,0.3,0.95,3277950.0,,,Below Average,2024
Pat Spencer,2024-25,GSW,PG,28.0,39.0,869906,"$869,906",448,2.5,1.2,1.2,0.4,0.1,12.6,0.455,21.2,0.3,0.0,-1.6,-3.0,1.4,2.87,2899687.0,,,Fair Value,2024
Johnny Davis,2024-25,WAS,SG,22.0,34.0,5291160,"$5,291,160",234,2.4,1.1,0.3,0.4,0.2,10.2,0.473,15.9,0.1,0.0,-2.8,-3.5,0.7,0.45,52911600.0,,,Fair Value,2024
Nick Richards,2024-25,2TM,C,27.0,57.0,5000000,"$5,000,000",244,9.3,8.2,0.9,0.2,1.0,16.6,0.634,17.3,3.0,-0.4,-3.3,-2.0,-1.3,1.86,1666667.0,,,Below Average,2024
MarJon Beauchamp,2024-25,3TM,SF,24.0,35.0,2733720,"$2,733,720",338,2.3,1.3,0.3,0.1,0.0,12.3,0.535,24.9,0.1,-0.1,-4.3,-2.7,-1.6,0.84,27337200.0,,,Below Average,2024
Bronny James,2024-25,LAL,SG,20.0,27.0,1157153,"$1,157,153",423,2.3,0.7,0.8,0.3,0.1,7.1,0.424,20.9,-0.2,-0.2,-7.2,-5.9,-1.3,1.99,,,,Below Average,2024
Jordan McLaughlin,2024-25,2TM,PG,28.0,46.0,2425403,"$2,425,403",359,2.1,0.7,1.1,0.3,0.0,12.3,0.6,13.3,0.6,0.0,-1.6,-1.6,0.0,0.87,4042338.0,,,Fair Value,2024
Johnny Furphy,2024-25,IND,SG,20.0,50.0,1850842,"$1,850,842",413,2.1,1.4,0.4,0.4,0.2,9.8,0.506,13.0,0.5,0.0,-2.5,-3.0,0.6,1.13,3701684.0,,,Fair Value,2024
AJ Johnson,2024-25,WAS,SG,20.0,22.0,2795294,"$2,795,294",336,9.1,2.4,3.1,0.5,0.1,6.9,0.478,17.0,-0.4,-0.9,-8.3,-5.8,-2.5,3.26,,,,Below Average,2024
MarJon Beauchamp,2024-25,MIL,SF,24.0,26.0,2733720,"$2,733,720",338,2.0,1.2,0.3,0.1,0.0,8.5,0.497,23.5,-0.1,-0.1,-6.5,-4.7,-1.8,0.73,,,,Below Average,2024
Tyler Kolek,2024-25,NYK,PG,23.0,41.0,2087519,"$2,087,519",387,2.0,0.7,1.7,0.3,0.1,10.3,0.453,15.8,0.4,-0.1,-2.8,-2.6,-0.3,0.96,5218798.0,,,Below Average,2024
Jordan McLaughlin,2024-25,SAC,PG,28.0,28.0,2425403,"$2,425,403",359,1.9,0.8,0.9,0.4,0.0,9.4,0.519,14.0,0.2,-0.1,-3.5,-3.9,0.4,0.78,12127015.0,,,Below Average,2024
Kobe Brown,2024-25,LAC,PF,25.0,40.0,2534024,"$2,534,024",351,1.9,1.6,0.6,0.2,0.1,10.8,0.513,14.0,0.5,0.0,-2.1,-2.5,0.4,0.75,5068048.0,,,Fair Value,2024
Ariel Hukporti,2024-25,NYK,C,22.0,25.0,1112306,"$1,112,306",433,1.9,2.0,0.4,0.0,0.6,7.6,0.654,11.6,0.1,-0.2,-5.6,-6.5,0.9,1.71,11123060.0,,,Below Average,2024
Garrett Temple,2024-25,TOR,SG,38.0,28.0,3303771,"$3,303,771",292,1.9,1.0,1.1,0.6,0.1,8.5,0.406,13.9,0.2,-0.1,-3.6,-5.7,2.1,0.58,16518855.0,,,Below Average,2024
Jericho Sims,2024-25,2TM,C,26.0,53.0,2092344,"$2,092,344",384,1.8,3.7,0.6,0.2,0.4,10.0,0.639,7.6,1.3,-0.2,-3.0,-3.1,0.1,0.86,1609495.0,,,Below Average,2024
Caleb Martin,2024-25,PHI,SF,29.0,31.0,9186594,"$9,186,594",176,9.1,4.4,2.2,1.1,0.6,10.1,0.531,14.2,0.6,-0.1,-2.5,-2.3,-0.2,0.99,15310990.0,,,Below Average,2024
Jericho Sims,2024-25,NYK,C,26.0,39.0,2092344,"$2,092,344",384,1.6,3.3,0.6,0.2,0.3,9.9,0.619,7.5,0.8,-0.2,-3.5,-3.3,-0.2,0.76,2615430.0,,,Below Average,2024
Alex Len,2024-25,2TM,C,31.0,46.0,3303771,"$3,303,771",292,1.6,2.1,0.8,0.2,0.5,10.6,0.525,10.3,0.7,-0.1,-2.6,-3.9,1.2,0.48,4719673.0,,,Below Average,2024
Jordan Walsh,2024-25,BOS,PF,20.0,52.0,1891857,"$1,891,857",396,1.6,1.3,0.4,0.2,0.2,6.9,0.464,11.5,0.4,-0.2,-3.9,-4.4,0.5,0.85,4729642.0,,,Below Average,2024
Sidy Cissoko,2024-25,2TM,SF,20.0,22.0,1891857,"$1,891,857",396,1.5,1.0,0.7,0.1,0.0,6.7,0.471,16.6,-0.1,-0.1,-5.1,-4.8,-0.3,0.79,,,,Below Average,2024
Stephon Castle,2024-25,SAS,SG,20.0,81.0,9105120,"$9,105,120",178,14.7,3.7,4.1,0.9,0.3,13.7,0.522,26.0,1.1,-0.6,-3.2,-1.5,-1.7,1.61,8277382.0,,,Below Average,2024
Chris Livingston,2024-25,MIL,SF,21.0,21.0,1891857,"$1,891,857",396,1.4,1.7,0.2,0.2,0.0,9.8,0.441,16.6,0.1,-0.1,-6.1,-5.0,-1.1,0.74,18918570.0,,,Below Average,2024
Bruce Brown,2024-25,2TM,PG,28.0,41.0,23000000,"$23,000,000",74,8.3,4.0,2.0,0.8,0.2,10.9,0.504,17.2,0.7,-0.4,-3.8,-3.2,-0.6,0.36,32857143.0,,,Below Average,2024
Trayce Jackson-Davis,2023-24,GSW,PF,23.0,68.0,1119563,"$1,119,563",462,7.9,5.0,1.2,0.4,1.1,21.6,0.692,16.4,4.8,1.4,2.8,1.5,1.2,7.06,233242.0,799688.0,125.05,Fair Value,2023
Keon Ellis,2023-24,SAC,SG,24.0,57.0,683430,"$683,430",495,5.4,2.2,1.5,0.9,0.5,12.0,0.627,12.4,2.3,0.8,1.2,-0.9,2.1,7.9,297143.0,854288.0,117.06,Fair Value,2023
Alperen Şengün,2023-24,HOU,C,21.0,63.0,3536280,"$3,536,280",288,21.1,9.3,5.0,1.2,0.7,22.0,0.585,27.0,6.9,3.5,4.9,3.1,1.7,5.97,512504.0,1010366.0,98.97,Good Value,2023
Tyrese Haliburton,2023-24,IND,PG,23.0,69.0,5808435,"$5,808,435",224,20.1,3.9,10.9,1.2,0.7,23.3,0.605,24.6,9.0,5.0,6.9,7.3,-0.4,3.46,645382.0,1161687.0,86.08,Hidden Gem,2023
Tyrese Maxey,2023-24,PHI,PG,23.0,70.0,4343920,"$4,343,920",260,25.9,3.7,6.2,1.0,0.5,19.8,0.573,28.0,8.1,3.4,3.1,4.1,-1.0,5.96,536286.0,1277624.0,78.27,Good Value,2023
Sam Hauser,2023-24,BOS,SF,26.0,79.0,1927896,"$1,927,896",423,9.0,3.5,1.0,0.5,0.3,13.0,0.629,15.0,4.9,1.4,1.2,1.2,0.0,4.67,393448.0,1377069.0,72.62,Fair Value,2023
Luke Kornet,2023-24,BOS,C,28.0,63.0,2413304,"$2,413,304",369,5.3,4.1,1.1,0.4,1.0,19.8,0.736,11.0,5.1,1.3,3.4,1.6,1.8,2.2,473197.0,1856388.0,53.87,Fair Value,2023
Jalen Williams,2023-24,OKC,PF,22.0,71.0,4558680,"$4,558,680",254,19.1,4.0,4.5,1.1,0.6,19.1,0.621,23.7,7.3,2.4,2.3,2.0,0.3,4.19,624477.0,1899450.0,52.65,Good Value,2023
Jalen Johnson,2023-24,ATL,SF,22.0,56.0,2925360,"$2,925,360",326,16.0,8.7,3.6,1.2,0.8,16.3,0.584,19.1,3.8,1.5,1.2,0.4,0.8,5.47,769832.0,1950240.0,51.28,Fair Value,2023
Isaiah Joe,2023-24,OKC,SG,24.0,78.0,1997238,"$1,997,238",415,8.2,2.3,1.3,0.6,0.3,13.4,0.626,16.6,3.5,1.0,0.9,1.1,-0.3,4.11,570639.0,1997238.0,50.07,Fair Value,2023
Goga Bitadze,2023-24,ORL,C,24.0,62.0,2066585,"$2,066,585",403,5.0,4.6,1.3,0.5,1.2,17.8,0.629,13.3,3.7,1.0,2.1,-0.7,2.8,2.42,558536.0,2066585.0,48.39,Fair Value,2023
Neemias Queta,2023-24,BOS,C,24.0,28.0,641035,"$641,035",499,5.5,4.4,0.7,0.5,0.8,22.9,0.662,16.9,1.8,0.3,1.5,0.4,1.1,8.58,356131.0,2136783.0,46.8,Fair Value,2023
Desmond Bane,2023-24,MEM,SG,25.0,42.0,3845083,"$3,845,083",279,23.7,4.4,5.5,1.0,0.5,18.5,0.589,28.5,3.1,1.7,2.8,3.1,-0.3,6.16,1240349.0,2261814.0,44.21,Fair Value,2023
Aaron Wiggins,2023-24,OKC,SG,25.0,78.0,1836096,"$1,836,096",430,6.9,2.4,1.1,0.7,0.2,15.6,0.664,16.4,3.7,0.8,0.7,0.4,0.4,3.76,496242.0,2295120.0,43.57,Fair Value,2023
Jordan McLaughlin,2023-24,MIN,PG,27.0,56.0,2420000,"$2,420,000",367,3.5,1.3,2.0,0.6,0.1,15.5,0.638,12.1,2.5,1.0,4.2,1.4,2.9,1.45,968000.0,2420000.0,41.32,Fair Value,2023
Immanuel Quickley,2023-24,2TM,SG,24.0,68.0,4171548,"$4,171,548",266,17.0,3.8,4.9,0.7,0.1,16.7,0.577,23.8,4.7,1.7,1.3,2.2,-0.9,4.08,887563.0,2453852.0,40.75,Fair Value,2023
Lindy Waters III,2023-24,OKC,SG,26.0,38.0,766095,"$766,095",489,3.6,1.1,0.6,0.1,0.2,15.3,0.653,17.3,0.9,0.3,1.9,2.4,-0.5,4.7,851217.0,2553650.0,39.16,Fair Value,2023
Walker Kessler,2023-24,UTA,C,22.0,64.0,2831160,"$2,831,160",333,8.1,7.5,0.9,0.5,2.4,18.0,0.663,12.8,4.1,1.1,0.9,-0.4,1.3,2.86,690527.0,2573782.0,38.85,Fair Value,2023
Scottie Barnes,2023-24,TOR,SG,22.0,60.0,8008680,"$8,008,680",181,19.9,8.2,6.1,1.3,1.5,19.5,0.566,24.8,4.3,3.0,3.7,2.9,0.8,2.48,1862484.0,2669560.0,37.46,Good Value,2023
Sam Merrill,2023-24,CLE,SG,27.0,61.0,1997238,"$1,997,238",415,8.0,2.0,1.8,0.3,0.1,13.1,0.598,17.5,2.8,0.7,0.5,1.3,-0.8,4.01,713299.0,2853197.0,35.05,Fair Value,2023
Jaylin Williams,2023-24,OKC,C,21.0,69.0,2000000,"$2,000,000",412,4.0,3.4,1.6,0.4,0.4,12.7,0.561,13.5,2.4,0.7,1.1,-0.8,1.9,2.0,833333.0,2857143.0,35.0,Fair Value,2023
Payton Pritchard,2023-24,BOS,PG,26.0,82.0,4037277,"$4,037,277",270,9.6,3.2,3.4,0.5,0.1,15.3,0.597,17.2,6.1,1.4,1.0,1.3,-0.2,2.38,661849.0,2883769.0,34.68,Fair Value,2023
Franz Wagner,2023-24,ORL,SF,22.0,72.0,5508720,"$5,508,720",231,19.7,5.3,3.7,1.1,0.4,17.6,0.575,25.7,6.4,1.9,1.2,0.9,0.3,3.58,860738.0,2899326.0,34.49,Fair Value,2023
Kevin Love,2023-24,MIA,PF,35.0,55.0,3835738,"$3,835,738",281,8.8,6.1,2.1,0.3,0.2,18.5,0.597,21.9,3.3,1.3,3.6,2.7,1.0,2.29,1162345.0,2950568.0,33.89,Fair Value,2023
Dario Šarić,2023-24,GSW,C,29.0,64.0,2709849,"$2,709,849",340,8.0,4.4,2.3,0.5,0.2,15.3,0.6,19.5,2.8,0.9,1.0,0.6,0.4,2.95,967803.0,3010943.0,33.21,Fair Value,2023
Miles McBride,2023-24,NYK,PG,23.0,68.0,1836096,"$1,836,096",430,8.3,1.5,1.7,0.7,0.1,13.1,0.59,16.4,3.6,0.6,-0.1,-0.4,0.4,4.52,510027.0,3060160.0,32.68,Fair Value,2023
Chet Holmgren,2023-24,OKC,C,21.0,82.0,10386000,"$10,386,000",154,16.5,7.9,2.4,0.6,2.3,20.4,0.632,21.6,8.9,3.3,3.4,1.8,1.5,1.59,1166966.0,3147273.0,31.77,Good Value,2023
Victor Wembanyama,2023-24,SAS,C,20.0,71.0,12160632,"$12,160,632",127,21.4,10.6,3.9,1.2,3.6,23.1,0.565,32.2,3.7,3.8,5.2,1.9,3.3,1.76,3286657.0,3200166.0,31.25,Good Value,2023
Donte DiVincenzo,2023-24,NYK,SG,27.0,81.0,10900000,"$10,900,000",148,15.5,3.7,2.7,1.3,0.4,16.0,0.597,21.3,6.6,3.2,3.4,2.5,0.9,1.42,1651515.0,3406250.0,29.36,Good Value,2023
Isaiah Hartenstein,2023-24,NYK,C,25.0,75.0,9245121,"$9,245,121",170,7.8,8.3,2.5,1.2,1.1,18.9,0.67,12.0,8.1,2.6,3.5,0.7,2.8,0.84,1141373.0,3555816.0,28.12,Good Value,2023
Anthony Edwards,2023-24,MIN,SG,22.0,79.0,13534817,"$13,534,817",115,25.9,5.4,5.1,1.3,0.5,19.7,0.575,32.3,7.5,3.7,3.3,2.7,0.5,1.91,1804642.0,3658059.0,27.34,Good Value,2023
Josh Giddey,2023-24,OKC,SG,21.0,80.0,6587040,"$6,587,040",210,12.3,6.4,4.8,0.6,0.6,16.6,0.547,23.1,4.3,1.8,1.5,1.0,0.4,1.87,1531870.0,3659467.0,27.33,Fair Value,2023
Jose Alvarado,2023-24,NOP,PG,25.0,56.0,1836096,"$1,836,096",430,7.1,2.3,2.1,1.1,0.3,12.5,0.54,17.3,2.1,0.5,-0.1,-1.5,1.5,3.87,874331.0,3672192.0,27.23,Fair Value,2023
Brandin Podziemski,2023-24,GSW,SG,20.0,74.0,3352404,"$3,352,404",294,9.2,5.8,3.7,0.8,0.2,13.0,0.54,15.4,4.1,0.9,-0.1,-0.5,0.4,2.74,817660.0,3724893.0,26.85,Fair Value,2023
Haywood Highsmith,2023-24,MIA,PF,27.0,66.0,1902137,"$1,902,137",427,6.1,3.2,1.1,0.8,0.5,11.1,0.587,12.4,3.1,0.5,-0.7,-1.8,1.1,3.21,613593.0,3804274.0,26.29,Fair Value,2023
Russell Westbrook,2023-24,LAC,PG,35.0,68.0,3835738,"$3,835,738",281,11.1,5.0,4.5,1.1,0.3,16.2,0.514,25.2,2.1,1.0,0.5,-0.2,0.7,2.89,1826542.0,3835738.0,26.07,Fair Value,2023
Isaiah Jackson,2023-24,IND,C,22.0,59.0,2696280,"$2,696,280",344,6.5,4.0,0.8,0.6,1.0,21.5,0.689,17.2,3.3,0.7,1.7,0.3,1.4,2.41,817055.0,3851829.0,25.96,Fair Value,2023
Al Horford,2023-24,BOS,C,37.0,65.0,10000000,"$10,000,000",157,8.6,6.4,2.6,0.6,1.0,15.0,0.65,12.0,6.2,2.5,3.6,1.7,2.0,0.86,1612903.0,4000000.0,25.0,Good Value,2023
Alex Caruso,2023-24,CHI,SG,29.0,71.0,9460000,"$9,460,000",166,10.1,3.8,3.5,1.7,1.0,14.5,0.613,14.7,4.9,2.3,2.5,0.2,2.3,1.07,1930612.0,4113043.0,24.31,Good Value,2023
Jalen Smith,2023-24,IND,C,23.0,61.0,5043773,"$5,043,773",239,9.9,5.5,1.0,0.3,0.6,20.7,0.682,19.4,4.0,1.2,2.4,3.2,-0.8,1.96,1260943.0,4203144.0,23.79,Fair Value,2023
Nickeil Alexander-Walker,2023-24,MIN,SG,25.0,82.0,4687500,"$4,687,500",251,8.0,2.0,2.5,0.8,0.5,10.9,0.578,14.8,4.3,1.1,0.2,-1.1,1.3,1.71,1090116.0,4261364.0,23.47,Fair Value,2023
Kris Dunn,2023-24,UTA,PG,29.0,66.0,2586484,"$2,586,484",350,5.4,2.9,3.8,1.0,0.4,12.8,0.546,13.6,2.0,0.6,-0.1,-1.5,1.4,2.09,1293242.0,4310807.0,23.2,Fair Value,2023
Bol Bol,2023-24,PHO,PF,24.0,43.0,2165000,"$2,165,000",394,5.2,3.2,0.4,0.2,0.6,18.7,0.7,16.5,1.6,0.5,2.1,1.4,0.8,2.4,1353125.0,4330000.0,23.09,Fair Value,2023
Day'Ron Sharpe,2023-24,BRK,C,22.0,61.0,2210040,"$2,210,040",391,6.8,6.4,1.4,0.4,0.7,20.0,0.596,19.7,2.9,0.5,0.0,-0.4,0.4,3.08,762083.0,4420080.0,22.62,Fair Value,2023
Grayson Allen,2023-24,PHO,SG,28.0,75.0,8925000,"$8,925,000",172,13.5,3.9,3.0,0.9,0.6,13.8,0.679,14.5,6.9,2.0,1.3,1.1,0.1,1.51,1293478.0,4462500.0,22.41,Good Value,2023
Nikola Jokić,2023-24,DEN,C,28.0,79.0,47607350,"$47,607,350",3,26.4,12.4,9.0,1.4,0.9,31.0,0.65,29.3,17.0,10.6,13.2,9.0,4.2,0.55,2800432.0,4491259.0,22.27,Star - Excellent Value,2023
Obi Toppin,2023-24,IND,PF,25.0,82.0,6803012,"$6,803,012",204,10.3,3.9,1.6,0.6,0.5,16.5,0.677,16.8,4.8,1.5,1.5,1.8,-0.3,1.51,1417294.0,4535341.0,22.05,Fair Value,2023
Evan Mobley,2023-24,CLE,PF,22.0,50.0,8882640,"$8,882,640",174,15.7,9.4,3.2,0.9,1.4,20.1,0.626,20.6,5.5,1.9,2.9,0.9,2.0,1.77,1615025.0,4675074.0,21.39,Fair Value,2023
Shai Gilgeous-Alexander,2023-24,OKC,PG,25.0,75.0,33386850,"$33,386,850",34,30.1,5.5,6.2,2.0,0.9,29.3,0.636,32.8,14.6,7.1,9.0,6.7,2.3,0.9,2286771.0,4702373.0,21.27,Star - Excellent Value,2023
Nikola Jović,2023-24,MIA,PF,20.0,46.0,2352000,"$2,352,000",372,7.7,4.2,2.0,0.5,0.3,12.8,0.583,17.1,1.9,0.5,0.3,-0.9,1.3,3.27,1237895.0,4704000.0,21.26,Fair Value,2023
Domantas Sabonis,2023-24,SAC,C,27.0,82.0,29300000,"$29,300,000",45,19.4,13.7,8.2,0.9,0.6,23.2,0.637,22.2,12.6,6.2,6.5,4.0,2.4,0.66,2325397.0,4725806.0,21.16,Star - Excellent Value,2023
John Konchar,2023-24,MEM,SF,27.0,55.0,2400000,"$2,400,000",370,4.3,4.7,2.0,0.9,0.9,11.4,0.537,9.7,2.2,0.5,-0.4,-2.6,2.2,1.79,1090909.0,4800000.0,20.83,Fair Value,2023
Andre Drummond,2023-24,CHI,C,30.0,79.0,3360000,"$3,360,000",292,8.4,9.0,0.5,0.9,0.6,23.0,0.576,21.3,4.9,0.7,0.1,0.8,-0.7,2.5,685714.0,4800000.0,20.83,Fair Value,2023
Jalen Duren,2023-24,DET,C,20.0,61.0,4330680,"$4,330,680",262,13.8,11.6,2.4,0.5,0.8,18.7,0.653,18.5,4.8,0.9,-0.1,-0.2,0.1,3.19,902225.0,4811867.0,20.78,Fair Value,2023
Naji Marshall,2023-24,NOP,SF,26.0,66.0,1930681,"$1,930,681",420,7.1,3.6,1.9,0.7,0.2,12.7,0.576,16.3,2.6,0.4,-0.7,-1.3,0.5,3.68,742570.0,4826702.0,20.72,Fair Value,2023
Jalen Suggs,2023-24,ORL,SG,22.0,75.0,7252080,"$7,252,080",197,12.6,3.1,2.7,1.4,0.6,14.1,0.602,19.7,4.7,1.5,1.0,-0.6,1.6,1.74,1542996.0,4834720.0,20.68,Fair Value,2023
Jalen Brunson,2023-24,NYK,PG,27.0,77.0,26346666,"$26,346,666",53,28.7,3.6,6.7,0.9,0.2,23.4,0.592,32.5,11.2,5.4,5.8,6.3,-0.4,1.09,2352381.0,4879012.0,20.5,Hidden Gem,2023
Luka Dončić,2023-24,DAL,PG,24.0,70.0,40064220,"$40,064,220",16,33.9,9.2,9.8,1.4,0.5,28.1,0.617,36.0,12.0,8.0,9.9,8.3,1.7,0.85,3338685.0,5008028.0,19.97,Star - Excellent Value,2023
Paolo Banchero,2023-24,ORL,PF,21.0,80.0,11608080,"$11,608,080",137,22.6,6.9,5.4,0.9,0.6,17.3,0.546,29.7,5.3,2.3,1.3,1.3,0.0,1.95,2190204.0,5046991.0,19.81,Good Value,2023
Immanuel Quickley,2023-24,TOR,PG,24.0,38.0,4171548,"$4,171,548",266,18.6,4.8,6.8,0.9,0.2,16.5,0.564,23.5,2.5,0.8,0.6,1.9,-1.3,4.46,1668619.0,5214435.0,19.18,Fair Value,2023
Immanuel Quickley,2023-24,NYK,SG,24.0,30.0,4171548,"$4,171,548",266,15.0,2.6,2.5,0.5,0.1,17.1,0.598,24.4,2.2,0.8,2.5,2.7,-0.2,3.6,1896158.0,5214435.0,19.18,Fair Value,2023
