player_name,season,team,position,age,games_played,salary,salary_formatted,salary_rank,pg_points,pg_rebounds,pg_assists,pg_steals,pg_blocks,PER,TS_pct,usage_pct,WS,VORP,BPM,OBPM,DBPM,points_per_million,salary_per_WS,salary_per_VORP,value_score,value_category,season_year
Rui Hachimura,2023-24,LAL,PF,25.0,68.0,15740741,"$15,740,741",103,13.6,4.3,1.2,0.6,0.4,15.0,0.628,18.5,4.1,0.5,-0.9,0.0,-0.9,0.86,3839205.0,31481482.0,3.18,Fair Value,2023
Pascal Siakam,2023-24,TOR,PF,29.0,39.0,37893408,"$37,893,408",21,22.2,6.3,4.9,0.8,0.3,18.8,0.6,25.3,3.0,1.2,1.4,2.2,-0.8,0.59,12631136.0,31577840.0,3.17,Star - Overpaid,2023
Eric Gordon,2023-24,PHO,SG,35.0,68.0,3196448,"$3,196,448",298,11.0,1.8,2.0,1.0,0.4,10.8,0.58,16.5,2.5,0.1,-1.7,-1.3,-0.5,3.44,1278579.0,31964480.0,3.13,Fair Value,2023
Tre Mann,2023-24,CHO,PG,22.0,28.0,3191400,"$3,191,400",316,11.9,4.5,5.2,1.7,0.1,13.7,0.552,18.2,0.9,0.1,-1.5,-2.0,0.5,3.73,3546000.0,31914000.0,3.13,Fair Value,2023
Patrick Beverley,2023-24,PHI,PG,35.0,47.0,3196448,"$3,196,448",298,6.3,3.1,3.1,0.5,0.4,11.7,0.547,14.9,1.7,0.1,-1.5,-1.5,0.0,1.97,1880264.0,31964480.0,3.13,Fair Value,2023
Justin Holiday,2023-24,DEN,SG,34.0,58.0,3196448,"$3,196,448",298,4.0,1.2,1.2,0.6,0.2,9.7,0.598,10.6,1.8,0.1,-1.6,-2.5,0.9,1.25,1775804.0,31964480.0,3.13,Fair Value,2023
Tristan Thompson,2023-24,CLE,C,32.0,49.0,3196448,"$3,196,448",298,3.3,3.6,1.0,0.2,0.3,13.9,0.563,13.8,1.4,0.1,-1.4,-2.1,0.6,1.03,2283177.0,31964480.0,3.13,Fair Value,2023
JaVale McGee,2023-24,SAC,C,36.0,46.0,3196448,"$3,196,448",298,4.0,2.7,0.4,0.3,0.4,19.0,0.609,23.4,0.7,0.1,-1.3,-1.9,0.6,1.25,4566354.0,31964480.0,3.13,Fair Value,2023
Buddy Hield,2023-24,PHI,SG,31.0,32.0,19321859,"$19,321,859",79,12.2,3.2,3.0,0.8,0.3,13.6,0.566,20.2,1.5,0.6,0.8,1.0,-0.3,0.63,12881239.0,32203098.0,3.11,Fair Value,2023
Cameron Payne,2023-24,PHI,PG,29.0,31.0,6500000,"$6,500,000",211,9.3,1.8,3.1,0.6,0.3,13.0,0.533,21.8,0.8,0.2,-0.7,0.0,-0.8,1.43,8125000.0,32500000.0,3.08,Fair Value,2023
Deandre Ayton,2023-24,POR,C,25.0,55.0,32459438,"$32,459,438",41,16.7,11.1,1.6,1.0,0.8,18.9,0.587,21.1,3.9,1.0,0.3,0.5,-0.2,0.51,8322933.0,32459438.0,3.08,Star - Overpaid,2023
Monte Morris,2023-24,2TM,PG,28.0,33.0,9800926,"$9,800,926",162,5.0,1.7,2.1,0.6,0.3,13.2,0.508,15.5,1.2,0.3,0.7,-0.8,1.5,0.51,8167438.0,32669753.0,3.06,Fair Value,2023
Terry Rozier,2023-24,MIA,PG,29.0,31.0,23205221,"$23,205,221",63,16.4,4.2,4.6,1.0,0.3,15.1,0.531,23.8,1.9,0.7,0.7,0.4,0.3,0.71,12213274.0,33150316.0,3.02,Fair Value,2023
Kentavious Caldwell-Pope,2023-24,DEN,SG,30.0,76.0,14704938,"$14,704,938",110,10.1,2.4,2.4,1.3,0.6,10.7,0.602,12.9,4.8,0.4,-1.4,-2.1,0.7,0.69,3063529.0,36762345.0,2.72,Fair Value,2023
Luke Kennard,2023-24,MEM,SG,27.0,39.0,14763636,"$14,763,636",109,11.0,2.9,3.5,0.5,0.1,13.1,0.641,16.7,2.1,0.4,-0.3,0.6,-0.9,0.75,7030303.0,36909090.0,2.71,Fair Value,2023
OG Anunoby,2023-24,NYK,SF,26.0,23.0,18642857,"$18,642,857",84,14.1,4.4,1.5,1.7,1.0,13.0,0.591,16.8,1.6,0.5,0.6,-1.3,1.8,0.76,11651786.0,37285714.0,2.68,Fair Value,2023
Malachi Flynn,2023-24,DET,PG,25.0,24.0,3873024,"$3,873,024",278,8.0,1.8,2.1,0.8,0.1,14.4,0.528,26.0,0.2,0.1,-1.3,-1.0,-0.3,2.07,19365120.0,38730240.0,2.58,Fair Value,2023
Mitchell Robinson,2023-24,NYK,C,25.0,31.0,15681818,"$15,681,818",104,5.6,8.5,0.6,1.2,1.1,16.1,0.554,10.2,2.5,0.4,0.0,-0.3,0.4,0.36,6272727.0,39204545.0,2.55,Fair Value,2023
RJ Barrett,2023-24,TOR,SG,23.0,32.0,23883929,"$23,883,929",61,21.8,6.4,4.1,0.6,0.4,17.8,0.615,25.7,1.7,0.6,0.1,1.5,-1.4,0.91,14049370.0,39806548.0,2.51,Fair Value,2023
RJ Barrett,2023-24,2TM,SG,23.0,58.0,23883929,"$23,883,929",61,20.2,5.4,3.3,0.5,0.4,16.4,0.58,26.5,2.9,0.6,-0.8,0.7,-1.5,0.85,8235838.0,39806548.0,2.51,Fair Value,2023
Thaddeus Young,2023-24,TOR,PF,35.0,23.0,8000000,"$8,000,000",182,5.0,3.3,2.2,0.8,0.1,16.0,0.618,12.6,1.0,0.2,0.6,-0.2,0.9,0.62,8000000.0,40000000.0,2.5,Fair Value,2023
Thaddeus Young,2023-24,2TM,PF,35.0,33.0,8000000,"$8,000,000",182,4.2,3.1,1.7,0.7,0.2,15.9,0.598,12.6,1.3,0.2,0.3,-0.5,0.8,0.52,6153846.0,40000000.0,2.5,Fair Value,2023
Bradley Beal,2023-24,PHO,SG,30.0,53.0,46741590,"$46,741,590",6,18.2,4.4,5.0,1.0,0.5,16.3,0.607,22.7,3.9,1.1,0.4,0.9,-0.6,0.39,11985023.0,42492355.0,2.35,Star - Overpaid,2023
Gary Harris,2023-24,ORL,SG,29.0,54.0,13000000,"$13,000,000",117,6.9,1.7,1.6,0.9,0.3,9.4,0.587,11.7,2.7,0.3,-1.2,-2.3,1.1,0.53,4814815.0,43333333.0,2.31,Fair Value,2023
Saddiq Bey,2023-24,ATL,SF,24.0,63.0,4556983,"$4,556,983",255,13.7,6.5,1.5,0.8,0.2,13.1,0.549,17.0,3.5,0.1,-1.8,0.1,-2.0,3.01,1301995.0,45569830.0,2.19,Fair Value,2023
Pat Connaughton,2023-24,MIL,SF,31.0,76.0,9423869,"$9,423,869",168,5.6,3.1,2.1,0.5,0.3,9.6,0.574,10.9,2.8,0.2,-1.6,-1.6,0.0,0.59,3365668.0,47119345.0,2.12,Fair Value,2023
Klay Thompson,2023-24,GSW,SF,33.0,77.0,43219440,"$43,219,440",12,17.9,3.3,2.3,0.6,0.5,13.9,0.576,24.2,3.6,0.9,-0.4,1.1,-1.5,0.41,12005400.0,48021600.0,2.08,Star - Overpaid,2023
John Collins,2023-24,UTA,PF,26.0,68.0,25340000,"$25,340,000",56,15.1,8.5,1.1,0.6,0.9,17.5,0.621,20.4,4.4,0.5,-0.9,0.5,-1.4,0.6,5759091.0,50680000.0,1.97,Fair Value,2023
Kyle Kuzma,2023-24,WAS,PF,28.0,70.0,25568182,"$25,568,182",55,22.2,6.6,4.2,0.5,0.7,15.7,0.547,29.7,0.2,0.5,-1.1,0.5,-1.6,0.87,127840910.0,51136364.0,1.96,Fair Value,2023
Terance Mann,2023-24,LAC,SG,27.0,75.0,10576923,"$10,576,923",150,8.8,3.4,1.6,0.6,0.2,12.0,0.615,13.6,4.2,0.2,-1.5,-0.8,-0.7,0.83,2518315.0,52884615.0,1.89,Fair Value,2023
Maxi Kleber,2023-24,DAL,C,32.0,43.0,11000000,"$11,000,000",144,4.4,3.3,1.6,0.4,0.7,8.8,0.573,9.6,1.4,0.2,-1.3,-2.3,1.0,0.4,7857143.0,55000000.0,1.82,Fair Value,2023
Talen Horton-Tucker,2023-24,UTA,PG,23.0,51.0,11020000,"$11,020,000",141,10.1,2.4,3.5,0.9,0.4,13.4,0.503,24.0,0.8,0.2,-1.2,-0.9,-0.4,0.92,13775000.0,55100000.0,1.81,Fair Value,2023
Taylor Hendricks,2023-24,UTA,PF,20.0,40.0,5569872,"$5,569,872",229,7.3,4.6,0.8,0.7,0.8,11.8,0.578,13.7,1.2,0.1,-1.6,-1.3,-0.4,1.31,4641560.0,55698720.0,1.8,Fair Value,2023
Spencer Dinwiddie,2023-24,BRK,PG,30.0,48.0,18857143,"$18,857,143",80,12.6,3.3,6.0,0.8,0.2,13.5,0.53,18.6,2.9,0.3,-1.3,-0.5,-0.8,0.67,6502463.0,62857143.0,1.59,Fair Value,2023
Sasha Vezenkov,2023-24,SAC,PF,28.0,42.0,6341464,"$6,341,464",214,5.4,2.3,0.5,0.5,0.2,13.3,0.569,17.5,1.0,0.1,-0.9,-0.2,-0.7,0.85,6341464.0,63414640.0,1.58,Fair Value,2023
Cameron Payne,2023-24,MIL,PG,29.0,47.0,6500000,"$6,500,000",211,6.2,1.3,2.3,0.5,0.1,12.6,0.603,16.7,1.6,0.1,-1.5,-1.0,-0.5,0.95,4062500.0,65000000.0,1.54,Fair Value,2023
Darius Garland,2023-24,CLE,PG,24.0,57.0,34005250,"$34,005,250",29,18.0,2.7,6.5,1.3,0.1,14.5,0.56,25.3,2.7,0.5,-1.0,0.2,-1.2,0.53,12594537.0,68010500.0,1.47,Star - Overpaid,2023
Daniel Theis,2023-24,LAC,C,31.0,59.0,6928876,"$6,928,876",202,6.3,4.1,1.0,0.4,0.9,14.5,0.601,15.4,2.6,0.1,-1.5,-1.6,0.1,0.91,2664952.0,69288760.0,1.44,Fair Value,2023
Daniel Theis,2023-24,2TM,C,31.0,60.0,6928876,"$6,928,876",202,6.3,4.1,1.0,0.4,0.9,14.4,0.597,15.4,2.5,0.1,-1.6,-1.7,0.1,0.91,2771550.0,69288760.0,1.44,Fair Value,2023
Kyle Lowry,2023-24,2TM,PG,37.0,60.0,28543576,"$28,543,576",47,8.1,3.2,4.2,1.0,0.4,10.9,0.594,12.9,3.5,0.4,-1.0,-1.9,0.9,0.28,8155307.0,71358940.0,1.4,Star - Overpaid,2023
Luguentz Dort,2023-24,OKC,SF,24.0,79.0,15277778,"$15,277,778",108,10.9,3.6,1.4,0.9,0.6,11.1,0.593,15.4,4.6,0.2,-1.6,-1.4,-0.2,0.71,3321256.0,76388890.0,1.31,Fair Value,2023
Zach LaVine,2023-24,CHI,SG,28.0,25.0,40064220,"$40,064,220",16,19.5,5.2,3.9,0.8,0.3,15.1,0.578,23.8,1.5,0.5,0.1,0.8,-0.7,0.49,26709480.0,80128440.0,1.25,Star - Overpaid,2023
Kyle Lowry,2023-24,MIA,PG,37.0,37.0,28543576,"$28,543,576",47,8.2,3.5,4.0,1.1,0.4,10.9,0.582,13.5,2.2,0.3,-0.8,-2.0,1.3,0.29,12974353.0,95145253.0,1.05,Star - Overpaid,2023
Keldon Johnson,2023-24,SAS,SF,24.0,69.0,20000000,"$20,000,000",74,15.7,5.5,2.8,0.7,0.3,14.2,0.565,21.9,3.0,0.2,-1.7,-0.3,-1.4,0.78,6666667.0,100000000.0,1.0,Fair Value,2023
Chris Boucher,2023-24,TOR,PF,31.0,50.0,11750000,"$11,750,000",133,6.4,4.1,0.5,0.3,0.5,16.0,0.625,17.3,1.7,0.1,-1.7,-0.3,-1.4,0.54,6911765.0,117500000.0,0.85,Fair Value,2023
Grant Williams,2023-24,CHO,PF,25.0,29.0,12405000,"$12,405,000",123,13.9,5.1,3.2,0.7,0.4,13.9,0.618,19.0,1.3,0.1,-1.5,-0.8,-0.7,1.12,9542308.0,124050000.0,0.81,Fair Value,2023
Harrison Barnes,2023-24,SAC,PF,31.0,82.0,17000000,"$17,000,000",97,12.2,3.0,1.2,0.7,0.1,11.9,0.611,15.7,4.7,0.1,-1.8,-0.6,-1.2,0.72,3617021.0,170000000.0,0.59,Fair Value,2023
Dāvis Bertāns,2023-24,2TM,PF,31.0,43.0,17000000,"$17,000,000",97,6.7,1.4,0.8,0.6,0.3,11.6,0.583,17.4,0.9,0.1,-1.4,-0.8,-0.6,0.39,18888889.0,170000000.0,0.59,Fair Value,2023
Markelle Fultz,2023-24,ORL,PG,25.0,43.0,17000000,"$17,000,000",97,7.8,3.2,2.8,1.0,0.3,12.6,0.492,18.8,1.3,0.1,-1.4,-2.6,1.2,0.46,13076923.0,170000000.0,0.59,Fair Value,2023
OG Anunoby,2023-24,TOR,SF,26.0,27.0,18642857,"$18,642,857",84,15.1,3.9,2.7,1.0,0.5,12.6,0.598,18.2,1.0,0.1,-1.6,-0.8,-0.7,0.81,18642857.0,186428570.0,0.54,Fair Value,2023
Spencer Dinwiddie,2023-24,2TM,PG,30.0,76.0,18857143,"$18,857,143",80,10.5,2.7,4.7,0.7,0.3,11.7,0.543,16.6,3.6,0.1,-1.9,-1.3,-0.6,0.56,5238095.0,188571430.0,0.53,Fair Value,2023
Kyle Lowry,2023-24,PHI,PG,37.0,23.0,28543576,"$28,543,576",47,8.0,2.8,4.6,0.9,0.3,11.0,0.615,12.0,1.4,0.1,-1.3,-1.7,0.4,0.28,20388269.0,285435760.0,0.35,Star - Overpaid,2023
Anthony Black,2023-24,ORL,PG,20.0,69.0,7245480,"$7,245,480",199,4.6,2.0,1.3,0.5,0.3,8.4,0.56,12.7,1.6,-0.3,-3.0,-3.8,0.8,0.63,4528425.0,,,Below Average,2023
Richaun Holmes,2023-24,DAL,C,30.0,23.0,12046020,"$12,046,020",130,3.4,3.4,0.7,0.1,0.4,13.9,0.572,14.5,0.6,-0.1,-3.0,-2.4,-0.6,0.28,20076700.0,,,Below Average,2023
Christian Wood,2023-24,LAL,PF,28.0,50.0,2709849,"$2,709,849",340,6.9,5.1,1.0,0.3,0.7,12.3,0.568,17.6,1.2,-0.2,-2.8,-2.6,-0.2,2.55,2258208.0,,,Below Average,2023
Trey Jemison,2023-24,2TM,C,24.0,25.0,64343,"$64,343",653,6.8,5.4,1.1,0.5,1.1,11.8,0.582,13.5,0.9,-0.5,-5.1,-4.7,-0.4,105.68,71492.0,,,Below Average,2023
Bones Hyland,2023-24,LAC,PG,23.0,37.0,2306400,"$2,306,400",384,6.9,1.5,2.5,0.7,0.1,10.8,0.49,24.8,0.0,-0.2,-3.6,-2.8,-0.8,2.99,,,,Below Average,2023
Killian Hayes,2023-24,DET,PG,22.0,42.0,7413955,"$7,413,955",196,6.9,2.8,4.9,0.9,0.5,10.5,0.474,15.1,0.7,-0.2,-2.7,-2.9,0.2,0.93,10591364.0,,,Below Average,2023
Jared Butler,2023-24,WAS,SG,23.0,40.0,1809782,"$1,809,782",437,6.3,1.5,3.2,0.7,0.2,14.1,0.579,19.9,0.6,0.0,-2.1,-1.5,-0.5,3.48,3016303.0,,,Fair Value,2023
Evan Fournier,2023-24,2TM,SG,31.0,32.0,18857143,"$18,857,143",80,6.9,1.8,1.5,0.9,0.2,8.5,0.464,19.0,-0.1,-0.3,-4.3,-4.7,0.3,0.37,,,,Below Average,2023
Danilo Gallinari,2023-24,WAS,PF,35.0,26.0,6802950,"$6,802,950",205,7.0,2.9,1.2,0.2,0.1,13.4,0.581,18.3,0.6,-0.1,-2.6,-0.8,-1.8,1.03,11338250.0,,,Below Average,2023
Javon Freeman-Liberty,2023-24,TOR,PG,24.0,22.0,849324,"$849,324",486,7.0,3.2,1.8,0.5,0.2,10.7,0.547,17.5,0.2,-0.3,-5.2,-3.1,-2.0,8.24,4246620.0,,,Below Average,2023
Quentin Grimes,2023-24,2TM,SG,23.0,51.0,2385720,"$2,385,720",371,7.0,2.0,1.3,0.7,0.1,8.9,0.516,15.8,1.3,-0.1,-2.2,-2.6,0.4,2.93,1835169.0,,,Below Average,2023
Jordan Nwora,2023-24,2TM,SF,25.0,52.0,3000000,"$3,000,000",321,7.0,2.9,1.2,0.5,0.3,13.7,0.565,22.4,0.5,-0.1,-2.5,-1.1,-1.5,2.33,6000000.0,,,Below Average,2023
Vasilije Micić,2023-24,2TM,PG,30.0,60.0,7723000,"$7,723,000",190,7.0,1.5,4.4,0.5,0.1,10.7,0.524,18.8,0.4,-0.8,-4.6,-2.5,-2.2,0.91,19307500.0,,,Below Average,2023
James Wiseman,2023-24,DET,C,22.0,63.0,12119440,"$12,119,440",128,7.1,5.3,0.9,0.2,0.6,14.8,0.637,16.3,2.1,-0.4,-3.5,-2.6,-0.9,0.59,5771162.0,,,Below Average,2023
RJ Barrett,2023-24,NYK,SG,23.0,26.0,23883929,"$23,883,929",61,18.2,4.3,2.4,0.5,0.3,14.3,0.536,27.6,1.1,0.0,-2.0,-0.3,-1.7,0.76,21712663.0,,,Fair Value,2023
Landry Shamet,2023-24,WAS,SG,26.0,46.0,10250000,"$10,250,000",156,7.1,1.3,1.2,0.5,0.2,10.5,0.556,18.8,0.3,-0.4,-4.0,-2.7,-1.3,0.69,34166667.0,,,Below Average,2023
Evan Fournier,2023-24,DET,SG,31.0,29.0,18857143,"$18,857,143",80,7.2,1.9,1.6,0.9,0.2,8.9,0.482,18.6,0.0,-0.3,-3.8,-4.2,0.3,0.38,,,,Below Average,2023
Bruno Fernando,2023-24,ATL,C,25.0,45.0,2581522,"$2,581,522",351,6.3,4.3,1.0,0.6,0.6,15.2,0.615,16.7,1.5,-0.1,-2.3,-3.1,0.9,2.44,1721015.0,,,Below Average,2023
Kevin Knox,2023-24,DET,SF,24.0,31.0,2144320,"$2,144,320",400,7.2,2.4,0.7,0.4,0.2,9.9,0.57,16.6,0.4,-0.4,-4.6,-2.8,-1.8,3.36,5360800.0,,,Below Average,2023
Julian Champagnie,2023-24,SAS,SF,22.0,74.0,3000000,"$3,000,000",321,6.8,2.8,1.4,0.6,0.6,10.6,0.57,14.4,1.8,0.0,-1.9,-1.8,-0.1,2.27,1666667.0,,,Fair Value,2023
Marcus Morris,2023-24,2TM,PF,34.0,49.0,17116279,"$17,116,279",96,6.4,2.7,0.7,0.3,0.3,9.9,0.558,16.6,1.0,-0.4,-3.8,-2.5,-1.3,0.37,17116279.0,,,Below Average,2023
Ryan Arcidiacono,2023-24,NYK,PG,29.0,20.0,2528233,"$2,528,233",353,0.0,0.4,0.2,0.1,0.0,-2.0,0.0,7.7,-0.1,-0.1,-9.6,-11.5,1.9,,,,,Below Average,2023
Maxwell Lewis,2023-24,LAL,SF,21.0,34.0,1119563,"$1,119,563",462,0.3,0.1,0.2,0.1,0.0,-3.9,0.246,13.6,-0.4,-0.3,-13.5,-10.3,-3.2,0.27,,,,Below Average,2023
Skylar Mays,2023-24,POR,PG,26.0,21.0,850000,"$850,000",484,6.3,1.8,3.6,0.7,0.1,11.9,0.457,19.5,0.3,0.0,-2.3,-1.8,-0.5,7.41,2833333.0,,,Fair Value,2023
Jae Crowder,2023-24,MIL,PF,33.0,50.0,3196448,"$3,196,448",298,6.2,3.2,1.3,0.8,0.2,8.9,0.546,11.5,1.6,-0.2,-2.6,-2.6,0.0,1.94,1997780.0,,,Below Average,2023
Jaden Hardy,2023-24,DAL,SG,21.0,73.0,1719864,"$1,719,864",442,7.3,1.8,1.5,0.3,0.1,11.2,0.517,24.9,0.3,-0.5,-4.1,-2.0,-2.1,4.24,5732880.0,,,Below Average,2023
Christian Braun,2023-24,DEN,SG,22.0,82.0,2949120,"$2,949,120",325,7.3,3.7,1.6,0.5,0.4,12.1,0.554,15.7,3.4,0.0,-1.9,-1.7,-0.2,2.48,867388.0,,,Fair Value,2023
Thanasis Antetokounmpo,2023-24,MIL,PF,31.0,34.0,2346614,"$2,346,614",374,0.9,0.4,0.5,0.2,0.1,5.5,0.518,12.5,0.0,-0.2,-6.4,-6.7,0.3,0.38,,,,Below Average,2023
Trey Jemison,2023-24,MEM,C,24.0,23.0,64343,"$64,343",653,7.4,5.8,1.2,0.5,1.2,11.9,0.582,13.5,0.9,-0.4,-5.1,-4.7,-0.4,115.01,71492.0,,,Below Average,2023
Chris Livingston,2023-24,MIL,SF,20.0,21.0,1119563,"$1,119,563",462,1.2,1.0,0.2,0.1,0.0,6.9,0.547,13.8,0.1,-0.1,-8.0,-7.0,-1.0,1.07,11195630.0,,,Below Average,2023
Jordan Poole,2023-24,WAS,SG,24.0,78.0,27955357,"$27,955,357",48,17.4,2.7,4.4,1.1,0.3,12.1,0.529,26.4,-0.6,-1.2,-3.9,-2.0,-1.9,0.62,,,,Star - Overpaid,2023
Brice Sensabaugh,2023-24,UTA,SF,20.0,32.0,2448600,"$2,448,600",362,7.5,3.2,1.7,0.4,0.2,8.6,0.511,20.3,-0.3,-0.5,-5.5,-3.3,-2.1,3.06,,,,Below Average,2023
Cody Martin,2023-24,CHO,SF,28.0,28.0,7560000,"$7,560,000",194,7.5,3.9,3.7,1.1,0.6,9.2,0.46,16.1,-0.2,-0.3,-3.5,-4.1,0.6,0.99,,,,Below Average,2023
Toumani Camara,2023-24,POR,PF,23.0,70.0,1119563,"$1,119,563",462,7.5,4.9,1.2,0.9,0.5,10.6,0.547,13.8,2.0,-0.5,-3.1,-3.1,0.0,6.7,559782.0,,,Below Average,2023
Kris Murray,2023-24,POR,SF,23.0,62.0,2847504,"$2,847,504",331,6.1,3.6,1.3,0.9,0.3,9.0,0.481,14.1,0.7,-0.6,-3.6,-3.5,-0.2,2.14,4067863.0,,,Below Average,2023
Nathan Mensah,2023-24,CHO,C,25.0,25.0,395708,"$395,708",566,1.3,2.6,0.4,0.2,0.6,5.0,0.496,6.8,0.1,-0.5,-8.8,-8.7,-0.1,3.29,3957080.0,,,Below Average,2023
Precious Achiuwa,2023-24,TOR,C,24.0,25.0,4379526,"$4,379,526",259,7.7,5.4,1.8,0.6,0.5,15.0,0.512,21.2,0.4,0.0,-1.6,-1.4,-0.2,1.76,10948815.0,,,Fair Value,2023
Doug McDermott,2023-24,SAS,SF,32.0,46.0,14000000,"$14,000,000",112,6.0,1.0,1.2,0.2,0.0,9.5,0.62,14.9,0.8,-0.2,-2.9,-1.0,-1.8,0.43,17500000.0,,,Below Average,2023
Jordan Hawkins,2023-24,NOP,SG,21.0,67.0,4310196,"$4,310,196",264,7.8,2.2,1.0,0.3,0.1,10.2,0.533,19.9,1.3,-0.3,-3.1,-1.3,-1.7,1.81,3315535.0,,,Below Average,2023
Alec Burks,2023-24,NYK,SG,32.0,23.0,10489600,"$10,489,600",153,6.5,1.7,0.9,0.3,0.0,6.5,0.42,26.9,-0.4,-0.5,-7.8,-4.9,-3.0,0.62,,,,Below Average,2023
Ochai Agbaji,2023-24,2TM,SG,23.0,78.0,4114200,"$4,114,200",268,5.8,2.8,1.1,0.6,0.6,7.7,0.497,13.4,0.1,-1.0,-4.4,-3.5,-0.9,1.41,41142000.0,,,Below Average,2023
Jordan Nwora,2023-24,TOR,SF,25.0,34.0,3000000,"$3,000,000",321,7.9,3.4,1.3,0.6,0.4,14.2,0.573,22.3,0.4,0.0,-2.0,-0.8,-1.2,2.63,7500000.0,,,Fair Value,2023
Danilo Gallinari,2023-24,3TM,SF,35.0,49.0,6802950,"$6,802,950",205,5.7,2.2,1.1,0.3,0.1,13.4,0.601,17.2,1.3,0.0,-1.9,-0.8,-1.0,0.84,5233038.0,,,Fair Value,2023
Derrick Rose,2023-24,MEM,PG,35.0,24.0,3196448,"$3,196,448",298,8.0,1.9,3.3,0.3,0.1,13.1,0.54,22.3,0.4,-0.1,-2.8,-1.3,-1.5,2.5,7991120.0,,,Below Average,2023
Cedi Osman,2023-24,SAS,SF,28.0,72.0,6718842,"$6,718,842",208,6.8,2.5,1.7,0.5,0.2,11.2,0.601,15.1,1.9,0.0,-2.1,-1.7,-0.3,1.01,3536233.0,,,Fair Value,2023
Torrey Craig,2023-24,CHI,SF,33.0,53.0,2528233,"$2,528,233",353,5.7,4.1,1.1,0.6,0.4,10.8,0.568,12.5,1.9,0.0,-2.0,-1.8,-0.2,2.25,1330649.0,,,Fair Value,2023
Terry Taylor,2023-24,CHI,PF,24.0,31.0,2019706,"$2,019,706",406,1.5,1.2,0.3,0.2,0.1,10.1,0.558,11.3,0.3,0.0,-3.2,-3.1,-0.1,0.74,6732353.0,,,Fair Value,2023
Jalen Pickett,2023-24,DEN,SG,24.0,27.0,1708143,"$1,708,143",452,1.6,0.5,0.8,0.1,0.0,9.7,0.571,16.4,0.2,0.0,-3.3,-2.7,-0.5,0.94,8540715.0,,,Fair Value,2023
Malachi Flynn,2023-24,3TM,PG,25.0,69.0,3873024,"$3,873,024",278,5.5,1.7,1.9,0.6,0.1,11.9,0.533,20.4,0.5,0.0,-2.2,-2.0,-0.2,1.42,7746048.0,,,Fair Value,2023
Grant Williams,2023-24,DAL,PF,25.0,47.0,12405000,"$12,405,000",123,8.1,3.6,1.7,0.5,0.6,8.3,0.56,13.6,1.3,-0.4,-3.4,-2.7,-0.7,0.65,9542308.0,,,Below Average,2023
Jeff Green,2023-24,HOU,PF,37.0,78.0,8000000,"$8,000,000",182,6.5,2.3,0.9,0.2,0.4,11.3,0.59,15.5,2.6,0.0,-2.1,-1.6,-0.4,0.81,3076923.0,,,Fair Value,2023
Ziaire Williams,2023-24,MEM,SF,22.0,51.0,4810200,"$4,810,200",247,8.2,3.5,1.5,0.7,0.2,9.3,0.511,19.7,0.2,-0.6,-4.5,-4.0,-0.4,1.7,24051000.0,,,Below Average,2023
Jalen Hood-Schifino,2023-24,LAL,SG,20.0,21.0,3695076,"$3,695,076",286,1.6,0.6,0.4,0.1,0.1,-1.5,0.316,24.9,-0.5,-0.4,-16.1,-12.4,-3.7,0.43,,,,Below Average,2023
Josh Green,2023-24,DAL,SG,23.0,57.0,4765339,"$4,765,339",250,8.2,3.2,2.3,0.8,0.2,9.9,0.588,13.1,2.2,-0.3,-2.7,-2.4,-0.3,1.72,2166063.0,,,Below Average,2023
Marcus Sasser,2023-24,DET,PG,23.0,71.0,2624028,"$2,624,028",345,8.3,1.8,3.3,0.6,0.2,11.8,0.542,19.9,0.9,-0.2,-2.6,-1.5,-1.1,3.16,2915587.0,,,Below Average,2023
David Roddy,2023-24,MEM,PF,22.0,48.0,2718240,"$2,718,240",339,8.4,4.2,1.6,0.5,0.2,8.7,0.485,18.1,0.1,-0.8,-5.0,-3.9,-1.0,3.09,27182400.0,,,Below Average,2023
Bilal Coulibaly,2023-24,WAS,SF,19.0,63.0,6614256,"$6,614,256",209,8.4,4.1,1.7,0.9,0.8,8.9,0.543,14.2,0.4,-0.9,-4.2,-3.6,-0.5,1.27,16535640.0,,,Below Average,2023
Dorian Finney-Smith,2023-24,BRK,PF,30.0,68.0,13932008,"$13,932,008",114,8.5,4.7,1.6,0.8,0.6,10.1,0.546,13.2,2.6,0.0,-2.0,-2.0,-0.1,0.61,5358465.0,,,Fair Value,2023
Gradey Dick,2023-24,TOR,SG,20.0,60.0,4536708,"$4,536,708",256,8.5,2.2,1.1,0.6,0.0,8.9,0.546,17.4,0.3,-1.1,-5.4,-3.2,-2.2,1.87,15122360.0,,,Below Average,2023
Brandon Miller,2023-24,CHO,SF,21.0,74.0,10880364,"$10,880,364",149,17.3,4.3,2.4,0.9,0.6,13.0,0.552,23.9,0.8,-0.3,-2.6,-0.9,-1.6,1.59,13600455.0,,,Below Average,2023
Doug McDermott,2023-24,2TM,SF,32.0,64.0,14000000,"$14,000,000",112,5.5,0.9,1.1,0.3,0.0,9.1,0.6,14.9,0.9,-0.3,-3.4,-1.5,-1.9,0.39,15555556.0,,,Below Average,2023
Dāvis Bertāns,2023-24,CHO,PF,31.0,28.0,17000000,"$17,000,000",97,8.8,1.8,0.9,0.8,0.3,10.7,0.57,17.7,0.4,0.0,-2.3,-1.4,-0.8,0.52,42500000.0,,,Fair Value,2023
