player_name,season,team,position,age,games_played,games_started,games_started_percentage,awards,salary,salary_formatted,salary_rank,mpg,ppg,rpg,apg,spg,bpg,tov_pg,pf_pg,fg_pct,three_pt_pct,ft_pct,efg_pct,three_pm_pg,three_pa_pg,total_points,total_rebounds,total_assists,total_steals,total_blocks,PER,TS_pct,usage_pct,ORB_pct,DRB_pct,TRB_pct,AST_pct,STL_pct,BLK_pct,TOV_pct,OWS,DWS,WS,WS_per_48,OBPM,DBPM,BPM,VORP,points_per_million,salary_per_win_share,salary_per_vorp,salary_tier,scoring_tier,impact_tier,is_mvp_candidate,is_allstar,is_all_nba_first,is_dpoy_candidate,season_year
Danilo Gallinari,2023-24,3TM,SF,35.0,49.0,0.0,0.0,,6802950.0,"$6,802,950",205.0,12.9,5.7,2.2,1.1,0.3,0.1,0.5,1.0,0.437,0.323,0.857,0.516,0.6,1.9,280.0,108.0,55.0,14.0,6.0,13.4,0.601,17.2,3.4,15.3,9.3,11.6,1.1,0.8,9.0,1.0,0.3,1.3,0.098,-0.8,-1.0,-1.9,0.0,0.84,5233038.0,,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
Caleb Martin,2023-24,MIA,SF,28.0,64.0,23.0,35.9,,6802950.0,"$6,802,950",205.0,27.4,10.0,4.4,2.2,0.7,0.5,1.2,2.0,0.431,0.349,0.778,0.504,1.3,3.6,640.0,281.0,143.0,47.0,29.0,10.8,0.531,17.3,4.7,13.5,9.1,11.8,1.3,1.6,11.3,0.2,2.2,2.4,0.066,-2.2,0.2,-2.0,0.0,1.47,2834562.0,,Other,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2023
Danilo Gallinari,2023-24,MIL,SF,35.0,17.0,0.0,0.0,,6802950.0,"$6,802,950",205.0,9.1,2.8,1.1,0.7,0.4,0.1,0.6,0.9,0.378,0.176,0.889,0.419,0.2,1.0,47.0,18.0,12.0,6.0,1.0,7.7,0.523,15.3,4.3,8.3,6.4,9.6,1.9,0.6,18.2,0.0,0.1,0.1,0.025,-5.0,-0.2,-5.2,-0.1,0.41,68029500.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Cedi Osman,2023-24,SAS,SF,28.0,72.0,3.0,4.2,,6718842.0,"$6,718,842",208.0,17.6,6.8,2.5,1.7,0.5,0.2,0.7,1.5,0.479,0.389,0.673,0.591,1.2,3.1,489.0,180.0,119.0,36.0,11.0,11.2,0.601,15.1,2.1,13.3,7.7,13.0,1.3,0.7,10.4,1.0,0.9,1.9,0.071,-1.7,-0.3,-2.1,0.0,1.01,3536233.0,,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
Bilal Coulibaly,2023-24,WAS,SF,19.0,63.0,15.0,23.8,,6614256.0,"$6,614,256",209.0,27.2,8.4,4.1,1.7,0.9,0.8,1.4,2.2,0.435,0.346,0.702,0.509,1.0,2.9,532.0,256.0,110.0,57.0,48.0,8.9,0.543,14.2,3.4,12.8,8.0,8.2,1.6,2.3,15.1,-0.5,0.9,0.4,0.013,-3.6,-0.5,-4.2,-0.9,1.27,16535640.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Josh Giddey,2023-24,OKC,SG,21.0,80.0,80.0,100.0,,6587040.0,"$6,587,040",210.0,25.1,12.3,6.4,4.8,0.6,0.6,2.1,1.4,0.475,0.337,0.806,0.523,1.0,3.0,986.0,514.0,386.0,51.0,44.0,16.6,0.547,23.1,6.4,21.5,14.2,26.6,1.2,2.0,15.7,1.4,2.9,4.3,0.102,1.0,0.4,1.5,1.8,1.87,1531870.0,3659467.0,Other,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2023
Cameron Payne,2023-24,MIL,PG,29.0,47.0,2.0,4.3,,6500000.0,"$6,500,000",211.0,14.9,6.2,1.3,2.3,0.5,0.1,0.7,1.6,0.455,0.397,0.841,0.572,1.1,2.8,291.0,62.0,109.0,22.0,3.0,12.6,0.603,16.7,0.8,8.7,4.8,20.7,1.5,0.4,11.4,1.1,0.5,1.6,0.108,-1.0,-0.5,-1.5,0.1,0.95,4062500.0,65000000.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
Cameron Payne,2023-24,2TM,PG,29.0,78.0,10.0,12.8,,6500000.0,"$6,500,000",211.0,16.7,7.4,1.5,2.6,0.5,0.1,0.8,1.6,0.432,0.39,0.866,0.541,1.3,3.4,578.0,117.0,205.0,42.0,11.0,12.8,0.566,19.1,1.8,8.1,4.9,21.9,1.6,0.8,11.4,1.4,1.0,2.4,0.089,-0.5,-0.6,-1.1,0.3,1.14,2708333.0,21666667.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
Cameron Payne,2023-24,PHI,PG,29.0,31.0,8.0,25.8,,6500000.0,"$6,500,000",211.0,19.4,9.3,1.8,3.1,0.6,0.3,1.1,1.7,0.413,0.382,0.913,0.514,1.7,4.4,287.0,55.0,96.0,20.0,8.0,13.0,0.533,21.8,2.9,7.3,5.0,23.4,1.6,1.2,11.5,0.3,0.5,0.8,0.067,0.0,-0.8,-0.7,0.2,1.43,8125000.0,32500000.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
Ayo Dosunmu,2023-24,CHI,SG,24.0,76.0,37.0,48.7,,6481482.0,"$6,481,482",212.0,29.1,12.2,2.8,3.2,0.9,0.5,1.4,2.2,0.501,0.403,0.81,0.583,1.6,3.9,924.0,216.0,242.0,68.0,36.0,13.4,0.604,17.2,2.7,8.3,5.5,15.6,1.5,1.7,11.9,2.6,1.5,4.1,0.089,-0.6,-0.2,-0.8,0.7,1.88,1580849.0,9259260.0,Other,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2023
Sasha Vezenkov,2023-24,SAC,PF,28.0,42.0,0.0,0.0,,6341464.0,"$6,341,464",214.0,12.2,5.4,2.3,0.5,0.5,0.2,0.3,1.0,0.44,0.375,0.8,0.558,1.1,2.9,225.0,96.0,19.0,20.0,7.0,13.3,0.569,17.5,6.4,14.8,10.5,5.1,1.9,1.3,5.7,0.5,0.5,1.0,0.098,-0.2,-0.7,-0.9,0.1,0.85,6341464.0,63414640.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
Shaedon Sharpe,2023-24,POR,SG,20.0,32.0,25.0,78.1,,6313800.0,"$6,313,800",215.0,33.1,15.9,5.0,2.9,0.9,0.4,2.3,2.8,0.406,0.333,0.824,0.475,1.9,5.6,510.0,160.0,94.0,28.0,12.0,11.4,0.524,22.4,4.2,13.3,8.5,13.8,1.3,1.0,12.9,-0.2,0.6,0.5,0.022,-1.9,-0.9,-2.8,-0.2,2.52,12627600.0,,Other,Starter (15-20 PPG),Below Average (<0 VORP),0,0,0,0,2023
Deni Avdija,2023-24,WAS,SF,23.0,75.0,75.0,100.0,,6263188.0,"$6,263,188",217.0,30.1,14.7,7.2,3.8,0.8,0.5,2.1,2.5,0.506,0.374,0.74,0.56,1.2,3.1,1102.0,540.0,286.0,60.0,36.0,14.9,0.597,20.2,3.9,22.1,12.8,17.8,1.2,1.3,14.8,1.7,1.5,3.2,0.068,-0.7,-0.2,-0.9,0.6,2.35,1957246.0,10438647.0,Other,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2023
Nassir Little,2023-24,PHO,SF,23.0,45.0,2.0,4.4,,6250000.0,"$6,250,000",218.0,10.2,3.4,1.7,0.5,0.2,0.2,0.3,0.9,0.46,0.3,0.85,0.544,0.5,1.6,152.0,75.0,21.0,10.0,10.0,9.9,0.572,13.9,3.6,14.3,9.3,6.1,1.1,1.9,9.5,0.3,0.4,0.7,0.074,-2.4,-0.6,-3.0,-0.1,0.54,8928571.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Jevon Carter,2023-24,CHI,PG,28.0,72.0,0.0,0.0,,6190476.0,"$6,190,476",219.0,13.9,5.0,0.8,1.3,0.5,0.2,0.5,1.0,0.378,0.329,0.571,0.484,1.1,3.3,357.0,60.0,94.0,37.0,16.0,8.5,0.485,17.7,1.2,5.6,3.3,12.9,1.8,1.6,8.9,-0.5,0.7,0.2,0.009,-3.3,-0.7,-4.0,-0.5,0.81,30952380.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Kenrich Williams,2023-24,OKC,PF,29.0,69.0,1.0,1.4,,6175000.0,"$6,175,000",220.0,14.9,4.7,3.0,1.3,0.6,0.1,0.5,1.5,0.468,0.397,0.5,0.568,0.8,2.0,325.0,209.0,93.0,38.0,9.0,11.9,0.568,13.4,6.9,15.4,11.3,11.4,1.8,0.8,10.1,1.1,1.3,2.5,0.115,-1.1,0.3,-0.8,0.3,0.76,2470000.0,20583333.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
Jarace Walker,2023-24,IND,PF,20.0,33.0,0.0,0.0,,6059460.0,"$6,059,460",221.0,10.3,3.6,1.9,1.2,0.5,0.3,0.5,0.9,0.409,0.4,0.889,0.509,0.7,1.7,120.0,63.0,40.0,15.0,11.0,11.8,0.527,16.1,4.0,17.0,10.5,13.9,2.1,2.6,13.0,0.1,0.3,0.4,0.058,-0.5,0.7,0.2,0.2,0.59,15148650.0,30297300.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
Jonathan Kuminga,2023-24,GSW,PF,21.0,74.0,46.0,62.2,,6012840.0,"$6,012,840",222.0,26.3,16.1,4.8,2.2,0.7,0.5,1.6,2.3,0.529,0.321,0.746,0.56,0.7,2.2,1188.0,355.0,163.0,55.0,36.0,17.0,0.598,24.1,5.2,14.4,9.8,12.5,1.4,1.7,10.9,2.7,1.9,4.6,0.113,0.0,-0.4,-0.4,0.8,2.68,1307139.0,7516050.0,Other,Starter (15-20 PPG),Average (0-2 VORP),0,0,0,0,2023
Devin Vassell,2023-24,SAS,SG,23.0,68.0,62.0,91.2,,5887899.0,"$5,887,899",223.0,33.1,19.5,3.8,4.1,1.1,0.3,1.6,1.1,0.472,0.372,0.801,0.55,2.4,6.6,1323.0,261.0,277.0,73.0,23.0,15.7,0.578,23.5,1.3,11.3,6.3,19.1,1.5,0.8,8.6,2.0,1.6,3.6,0.077,0.9,-0.9,0.0,1.1,3.31,1635528.0,5352635.0,Other,Starter (15-20 PPG),Average (0-2 VORP),0,0,0,0,2023
Tyrese Haliburton,2023-24,IND,PG,23.0,69.0,68.0,98.6,"AS,NBA3",5808435.0,"$5,808,435",224.0,32.2,20.1,3.9,10.9,1.2,0.7,2.3,1.1,0.477,0.364,0.855,0.57,2.8,7.8,1389.0,271.0,752.0,83.0,48.0,23.3,0.605,24.6,1.8,12.0,6.9,44.9,1.8,1.7,12.2,7.6,1.5,9.0,0.195,7.3,-0.4,6.9,5.0,3.46,645382.0,1161687.0,Other,All-Star (20-25 PPG),Star (4-6 VORP),0,1,0,0,2023
Dyson Daniels,2023-24,NOP,PG,20.0,61.0,16.0,26.2,,5784120.0,"$5,784,120",225.0,22.3,5.8,3.9,2.7,1.4,0.4,1.0,1.7,0.447,0.311,0.642,0.514,0.7,2.2,354.0,236.0,164.0,85.0,25.0,12.0,0.529,12.6,5.1,14.1,9.7,15.4,3.1,1.8,15.0,0.7,2.2,2.9,0.103,-1.9,2.5,0.6,0.9,1.0,1994524.0,6426800.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
Dean Wade,2023-24,CLE,PF,27.0,54.0,32.0,59.3,,5709877.0,"$5,709,877",227.0,20.5,5.4,4.0,0.8,0.7,0.5,0.4,1.7,0.414,0.391,0.769,0.584,1.5,3.7,291.0,218.0,43.0,40.0,25.0,10.2,0.598,10.5,3.8,18.2,11.1,5.0,1.8,2.0,7.6,0.9,1.6,2.5,0.11,-1.7,1.8,0.1,0.6,0.95,2283951.0,9516462.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
Aaron Nesmith,2023-24,IND,SF,24.0,72.0,47.0,65.3,,5634257.0,"$5,634,257",228.0,27.7,12.2,3.8,1.5,0.9,0.7,0.9,3.3,0.496,0.419,0.781,0.606,1.9,4.6,877.0,275.0,108.0,65.0,49.0,12.8,0.631,16.0,3.6,12.0,7.8,6.6,1.5,2.0,8.4,2.8,1.3,4.1,0.098,-0.3,-0.2,-0.5,0.8,2.17,1374209.0,7042821.0,Other,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2023
Taylor Hendricks,2023-24,UTA,PF,20.0,40.0,23.0,57.5,,5569872.0,"$5,569,872",229.0,21.4,7.3,4.6,0.8,0.7,0.8,0.7,1.9,0.45,0.379,0.793,0.56,1.3,3.5,292.0,185.0,32.0,28.0,30.0,11.8,0.578,13.7,6.0,17.7,11.9,5.0,1.6,3.1,9.7,0.7,0.6,1.2,0.07,-1.3,-0.4,-1.6,0.1,1.31,4641560.0,55698720.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
Cole Anthony,2023-24,ORL,PG,23.0,81.0,0.0,0.0,,5539771.0,"$5,539,771",230.0,22.4,11.6,3.8,2.9,0.8,0.5,1.6,2.2,0.435,0.338,0.826,0.496,1.1,3.4,937.0,311.0,236.0,64.0,37.0,14.6,0.545,23.7,4.1,16.1,10.1,19.8,1.7,1.9,12.8,0.9,2.7,3.6,0.096,-0.6,0.7,0.1,1.0,2.09,1538825.0,5539771.0,Other,Role Player (10-15 PPG),Average (0-2 VORP),0,0,0,0,2023
Franz Wagner,2023-24,ORL,SF,22.0,72.0,72.0,100.0,,5508720.0,"$5,508,720",231.0,32.5,19.7,5.3,3.7,1.1,0.4,1.9,2.3,0.482,0.281,0.85,0.525,1.3,4.6,1421.0,381.0,269.0,76.0,28.0,17.6,0.575,25.7,3.6,15.7,9.6,18.8,1.6,1.1,10.0,3.1,3.2,6.4,0.131,0.9,0.3,1.2,1.9,3.58,860738.0,2899326.0,Other,Starter (15-20 PPG),Average (0-2 VORP),0,0,0,0,2023
Furkan Korkmaz,2023-24,PHI,SG,26.0,35.0,0.0,0.0,,5370370.0,"$5,370,370",232.0,8.6,2.5,0.9,0.7,0.4,0.1,0.3,0.5,0.395,0.35,0.7,0.487,0.4,1.1,88.0,30.0,25.0,14.0,3.0,9.2,0.519,13.6,1.4,9.7,5.5,11.0,2.3,0.9,10.5,0.0,0.3,0.4,0.057,-3.2,0.4,-2.7,-0.1,0.47,13425925.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Jeremy Sochan,2023-24,SAS,PF,20.0,74.0,73.0,98.6,,5316960.0,"$5,316,960",233.0,29.6,11.6,6.4,3.4,0.8,0.5,1.9,2.3,0.438,0.308,0.771,0.483,0.9,3.1,861.0,476.0,249.0,62.0,40.0,11.4,0.513,18.8,6.7,16.9,11.7,16.0,1.3,1.5,14.3,-0.5,1.9,1.4,0.03,-2.8,-0.6,-3.4,-0.8,2.18,3797829.0,,Other,Role Player (10-15 PPG),Below Average (<0 VORP),0,0,0,0,2023
Cason Wallace,2023-24,OKC,SG,20.0,82.0,13.0,15.9,,5291352.0,"$5,291,352",234.0,20.6,6.8,2.3,1.5,0.9,0.5,0.5,1.6,0.491,0.419,0.784,0.602,1.2,2.9,561.0,187.0,120.0,76.0,37.0,12.0,0.612,12.9,3.6,8.6,6.2,8.9,2.2,2.0,8.9,1.9,2.1,4.0,0.115,-0.9,1.0,0.1,0.9,1.29,1322838.0,5879280.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
Isaiah Stewart,2023-24,DET,PF,22.0,46.0,45.0,97.8,,5266713.0,"$5,266,713",235.0,30.9,10.9,6.6,1.6,0.4,0.8,1.4,2.2,0.487,0.383,0.753,0.575,1.5,3.8,503.0,305.0,73.0,17.0,38.0,11.3,0.6,14.5,5.7,18.4,11.9,7.1,0.6,2.3,13.6,0.9,0.8,1.7,0.056,-1.6,-0.7,-2.3,-0.1,2.07,3098066.0,,Other,Role Player (10-15 PPG),Below Average (<0 VORP),0,0,0,0,2023
Chuma Okeke,2023-24,ORL,SF,25.0,47.0,8.0,17.0,,5266712.0,"$5,266,712",236.0,9.2,2.3,1.7,0.4,0.2,0.1,0.3,0.4,0.357,0.28,0.571,0.46,0.5,1.7,107.0,80.0,20.0,9.0,7.0,6.9,0.465,13.3,4.9,17.0,10.9,6.2,1.0,1.5,12.2,-0.3,0.6,0.3,0.029,-3.2,-0.2,-3.4,-0.2,0.44,17555707.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Davion Mitchell,2023-24,SAC,PG,25.0,72.0,4.0,5.6,,5063640.0,"$5,063,640",237.0,15.3,5.3,1.3,1.9,0.2,0.0,0.6,1.2,0.452,0.361,0.714,0.54,0.8,2.2,379.0,95.0,134.0,17.0,3.0,9.3,0.555,14.9,1.9,7.9,4.8,16.0,0.7,0.2,11.2,0.8,0.6,1.3,0.059,-2.4,-1.0,-3.4,-0.4,1.05,3895108.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Johnny Davis,2023-24,WAS,SG,21.0,50.0,6.0,12.0,,5050800.0,"$5,050,800",238.0,12.3,3.0,1.4,0.6,0.4,0.2,0.3,1.1,0.403,0.35,0.583,0.448,0.3,0.8,152.0,72.0,32.0,18.0,10.0,6.2,0.462,12.2,3.1,9.6,6.3,6.6,1.4,1.3,7.3,-0.3,0.2,-0.1,-0.009,-5.5,-1.1,-6.6,-0.7,0.59,,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Jalen Smith,2023-24,IND,C,23.0,61.0,14.0,23.0,,5043773.0,"$5,043,773",239.0,17.2,9.9,5.5,1.0,0.3,0.6,0.7,2.0,0.592,0.424,0.692,0.67,1.0,2.4,601.0,337.0,63.0,17.0,38.0,20.7,0.682,19.4,12.1,24.3,18.2,8.0,0.8,2.9,9.1,3.1,0.9,4.0,0.182,3.2,-0.8,2.4,1.2,1.96,1260943.0,4203144.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
Jett Howard,2023-24,ORL,SF,20.0,18.0,0.0,0.0,,5026824.0,"$5,026,824",240.0,3.7,1.6,0.4,0.3,0.1,0.1,0.2,0.2,0.333,0.28,0.5,0.45,0.4,1.4,29.0,7.0,6.0,2.0,2.0,8.6,0.457,22.7,1.7,10.6,6.1,13.0,1.5,2.8,8.6,-0.1,0.1,0.0,0.005,-1.4,-0.3,-1.8,0.0,0.32,,,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
Aleksej Pokusevski,2023-24,OKC,PF,22.0,10.0,0.0,0.0,,5009633.0,"$5,009,633",241.0,6.0,1.2,1.0,0.5,0.1,0.1,0.3,0.5,0.25,0.182,0.5,0.313,0.2,1.1,12.0,10.0,5.0,1.0,1.0,2.5,0.338,15.0,3.9,14.3,9.3,9.7,0.8,1.5,14.5,-0.1,0.1,-0.1,-0.063,-7.7,-2.2,-9.9,-0.1,0.24,,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Aleksej Pokusevski,2023-24,CHO,PF,22.0,18.0,0.0,0.0,,5009633.0,"$5,009,633",241.0,19.2,7.4,4.4,1.7,0.8,0.7,0.9,0.9,0.429,0.364,0.757,0.505,0.9,2.4,134.0,79.0,30.0,14.0,12.0,14.5,0.552,17.6,4.7,21.5,12.9,12.4,2.0,3.2,11.7,0.2,0.3,0.5,0.07,-0.8,0.3,-0.5,0.1,1.48,10019266.0,50096330.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
Aleksej Pokusevski,2023-24,2TM,PF,22.0,28.0,0.0,0.0,,5009633.0,"$5,009,633",241.0,14.5,5.2,3.2,1.3,0.5,0.5,0.7,0.8,0.405,0.327,0.732,0.479,0.6,2.0,146.0,89.0,35.0,15.0,13.0,12.7,0.525,17.2,4.6,20.4,12.3,12.0,1.8,3.0,12.0,0.0,0.4,0.4,0.05,-1.8,-0.1,-1.9,0.0,1.04,12524082.0,,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
Reggie Jackson,2023-24,DEN,PG,33.0,82.0,23.0,28.0,,5000000.0,"$5,000,000",242.0,22.2,10.2,1.9,3.8,0.5,0.2,1.3,1.8,0.431,0.359,0.806,0.499,1.2,3.5,833.0,155.0,308.0,44.0,13.0,11.7,0.521,21.7,2.1,7.2,4.7,23.0,1.2,0.6,11.7,0.6,1.5,2.1,0.056,-1.8,-1.5,-3.2,-0.6,2.04,2380952.0,,Other,Role Player (10-15 PPG),Below Average (<0 VORP),0,0,0,0,2023
Mason Plumlee,2023-24,LAC,C,33.0,46.0,11.0,23.9,,5000000.0,"$5,000,000",242.0,14.7,5.3,5.1,1.2,0.3,0.4,0.8,1.5,0.569,0.0,0.707,0.569,0.0,0.1,244.0,234.0,55.0,14.0,17.0,15.8,0.621,15.1,10.4,28.2,19.6,10.8,1.0,2.3,15.5,1.2,0.9,2.0,0.146,-1.1,0.4,-0.8,0.2,1.06,2500000.0,25000000.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
Nick Richards,2023-24,CHO,C,26.0,67.0,51.0,76.1,,5000000.0,"$5,000,000",242.0,26.3,9.7,8.0,0.8,0.4,1.1,1.1,2.6,0.691,0.0,0.737,0.691,0.0,0.0,652.0,539.0,54.0,26.0,74.0,16.7,0.717,13.3,10.7,24.2,17.2,4.5,0.7,3.9,13.8,3.8,1.3,5.1,0.14,-1.6,-0.7,-2.3,-0.1,1.94,980392.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Shake Milton,2023-24,3TM,SG,27.0,48.0,0.0,0.0,,5000000.0,"$5,000,000",242.0,12.1,4.5,1.6,1.3,0.4,0.1,0.6,1.1,0.405,0.281,0.816,0.451,0.4,1.3,216.0,75.0,60.0,19.0,6.0,9.2,0.499,18.7,2.8,11.5,7.3,14.4,1.6,0.9,12.5,-0.2,0.8,0.6,0.048,-4.3,0.6,-3.7,-0.3,0.9,8333333.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Bismack Biyombo,2023-24,MEM,C,31.0,30.0,27.0,90.0,,5000000.0,"$5,000,000",242.0,23.9,5.2,6.4,1.7,0.3,1.1,1.3,2.7,0.563,,0.478,0.563,0.0,0.0,156.0,191.0,51.0,10.0,34.0,10.0,0.56,10.6,8.3,21.3,14.5,10.1,0.7,4.4,21.4,0.1,0.9,1.0,0.066,-4.8,1.6,-3.2,-0.2,1.04,5000000.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Bismack Biyombo,2023-24,OKC,C,31.0,10.0,0.0,0.0,,5000000.0,"$5,000,000",242.0,7.3,1.8,1.8,0.2,0.1,0.3,0.4,0.7,0.583,,0.5,0.583,0.0,0.0,18.0,18.0,2.0,1.0,3.0,8.9,0.58,11.6,7.9,19.1,13.7,3.3,0.7,3.8,20.5,0.0,0.1,0.1,0.066,-5.4,0.2,-5.2,-0.1,0.36,50000000.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Shake Milton,2023-24,MIN,SG,27.0,38.0,0.0,0.0,,5000000.0,"$5,000,000",242.0,12.9,4.7,1.3,1.3,0.4,0.1,0.7,1.2,0.4,0.264,0.818,0.444,0.4,1.4,178.0,51.0,50.0,16.0,5.0,8.3,0.496,18.7,1.7,9.7,5.9,14.1,1.6,0.9,13.5,-0.3,0.7,0.4,0.039,-4.8,0.6,-4.2,-0.3,0.94,12500000.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Bismack Biyombo,2023-24,2TM,C,31.0,40.0,27.0,67.5,,5000000.0,"$5,000,000",242.0,19.8,4.4,5.2,1.3,0.3,0.9,1.1,2.2,0.565,,0.481,0.565,0.0,0.0,174.0,209.0,53.0,11.0,37.0,9.9,0.562,10.7,8.3,21.1,14.5,9.5,0.7,4.4,21.3,0.1,1.0,1.1,0.066,-4.8,1.4,-3.4,-0.3,0.88,4545455.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Ziaire Williams,2023-24,MEM,SF,22.0,51.0,15.0,29.4,,4810200.0,"$4,810,200",247.0,20.4,8.2,3.5,1.5,0.7,0.2,1.3,1.7,0.397,0.307,0.827,0.474,1.1,3.7,420.0,180.0,75.0,36.0,9.0,9.3,0.511,19.7,3.5,15.9,9.5,11.1,1.7,0.8,13.8,-0.9,1.1,0.2,0.01,-4.0,-0.4,-4.5,-0.6,1.7,24051000.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Ousmane Dieng,2023-24,OKC,PF,20.0,33.0,0.0,0.0,,4798440.0,"$4,798,440",248.0,11.1,4.0,1.5,1.1,0.2,0.2,0.6,0.7,0.422,0.3,0.875,0.513,0.6,2.1,133.0,51.0,37.0,8.0,5.0,10.1,0.54,16.9,3.2,12.0,7.8,12.9,1.1,1.3,13.4,0.0,0.4,0.4,0.055,-2.3,-0.7,-3.0,-0.1,0.83,11996100.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Josh Green,2023-24,DAL,SG,23.0,57.0,33.0,57.9,,4765339.0,"$4,765,339",250.0,26.4,8.2,3.2,2.3,0.8,0.2,1.1,1.9,0.479,0.385,0.684,0.575,1.3,3.3,469.0,184.0,130.0,47.0,9.0,9.9,0.588,13.1,2.9,10.4,6.7,11.1,1.5,0.5,13.1,1.0,1.2,2.2,0.071,-2.4,-0.3,-2.7,-0.3,1.72,2166063.0,,Other,Bench Player (<10 PPG),Below Average (<0 VORP),0,0,0,0,2023
Nickeil Alexander-Walker,2023-24,MIN,SG,25.0,82.0,20.0,24.4,,4687500.0,"$4,687,500",251.0,23.4,8.0,2.0,2.5,0.8,0.5,0.9,1.7,0.439,0.391,0.8,0.56,1.6,4.1,655.0,167.0,204.0,64.0,42.0,10.9,0.578,14.8,2.2,7.5,4.9,14.5,1.6,1.9,11.8,1.5,2.8,4.3,0.107,-1.1,1.3,0.2,1.1,1.71,1090116.0,4261364.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
Jarred Vanderbilt,2023-24,LAL,PF,24.0,29.0,6.0,20.7,,4640000.0,"$4,640,000",252.0,20.0,5.2,4.8,1.2,1.2,0.2,1.0,1.5,0.518,0.296,0.667,0.553,0.3,0.9,150.0,138.0,36.0,36.0,5.0,11.6,0.578,11.7,8.3,17.7,13.2,7.7,2.9,0.7,17.7,0.3,0.8,1.1,0.089,-2.9,1.3,-1.6,0.0,1.12,4218182.0,,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
James Bouknight,2023-24,CHO,SG,23.0,14.0,0.0,0.0,,4570080.0,"$4,570,080",253.0,5.8,3.6,0.6,0.4,0.1,0.1,0.1,0.2,0.439,0.433,0.5,0.598,0.9,2.1,50.0,9.0,6.0,1.0,1.0,15.9,0.597,23.9,1.3,11.4,6.2,12.2,0.6,1.2,4.6,0.1,0.0,0.1,0.062,4.4,-2.2,2.2,0.1,0.79,45700800.0,45700800.0,Other,Bench Player (<10 PPG),Average (0-2 VORP),0,0,0,0,2023
