player_name,current_season,current_team,current_age,current_salary,current_salary_formatted,current_salary_rank,current_games,current_ppg,current_rpg,current_apg,current_PER,current_TS_pct,current_WS,current_VORP,current_BPM,previous_season,previous_team,previous_salary,previous_salary_rank,previous_games,previous_ppg,previous_rpg,previous_apg,previous_PER,previous_TS_pct,previous_WS,previous_VORP,previous_BPM,salary_change,salary_change_pct,ppg_change,rpg_change,apg_change,vorp_change,ws_change,performance_trend,impact_trend,season_year
Kevin Porter Jr.,2022-23,HOU,22.0,,,,59.0,19.2,5.3,5.7,16.2,0.565,2.9,1.3,0.6,,,,,,,,,,,,,,,,19.2,5.3,5.7,1.3,2.9,Significantly Improved,Breakout,2022
Spencer Dinwiddie,2022-23,DAL,29.0,19500000.0,"$19,500,000",72.0,53.0,17.7,3.1,5.3,16.1,0.599,4.3,1.3,0.9,,,,,,,,,,,,,,19500000.0,1949999900.0,17.7,3.1,5.3,1.3,4.3,Significantly Improved,Breakout,2022
Tyrese Maxey,2022-23,PHI,22.0,2726880.0,"$2,726,880",321.0,60.0,20.3,2.9,3.5,17.0,0.605,5.4,1.3,0.6,,,,,,,,,,,,,,2726880.0,272687900.0,20.3,2.9,3.5,1.3,5.4,Significantly Improved,Breakout,2022
Brandon Clarke,2022-23,MEM,26.0,4343919.0,"$4,343,919",249.0,56.0,10.0,5.5,1.3,20.0,0.682,4.5,1.3,2.5,,,,,,,,,,,,,,4343919.0,434391800.0,10.0,5.5,1.3,1.3,4.5,Significantly Improved,Breakout,2022
Wendell Carter Jr.,2022-23,ORL,23.0,,,,57.0,15.2,8.7,2.3,17.3,0.621,4.6,1.3,1.0,,,,,,,,,,,,,,,,15.2,8.7,2.3,1.3,4.6,Significantly Improved,Breakout,2022
Donte DiVincenzo,2022-23,GSW,26.0,4500000.0,"$4,500,000",243.0,72.0,9.4,4.5,3.5,12.8,0.593,4.2,1.3,0.7,,,,,,,,,,,,,,4500000.0,449999900.0,9.4,4.5,3.5,1.3,4.2,Significantly Improved,Breakout,2022
Cole Anthony,2022-23,ORL,22.0,3613680.0,"$3,613,680",276.0,60.0,13.0,4.8,3.9,16.0,0.57,3.7,1.3,1.3,,,,,,,,,,,,,,3613680.0,361367900.0,13.0,4.8,3.9,1.3,3.7,Significantly Improved,Breakout,2022
Jalen Williams,2022-23,OKC,21.0,4341480.0,"$4,341,480",250.0,75.0,14.1,4.5,3.3,15.6,0.601,5.6,1.3,0.3,,,,,,,,,,,,,,4341480.0,434147900.0,14.1,4.5,3.3,1.3,5.6,Significantly Improved,Breakout,2022
Alex Caruso,2022-23,CHI,28.0,9030000.0,"$9,030,000",160.0,67.0,5.6,2.9,2.9,11.5,0.588,3.6,1.2,1.1,,,,,,,,,,,,,,9030000.0,902999900.0,5.6,2.9,2.9,1.2,3.6,Significantly Improved,Breakout,2022
Gary Trent Jr.,2022-23,TOR,24.0,17280000.0,"$17,280,000",82.0,66.0,17.4,2.6,1.6,15.0,0.56,4.5,1.2,0.2,,,,,,,,,,,,,,17280000.0,1727999900.0,17.4,2.6,1.6,1.2,4.5,Significantly Improved,Breakout,2022
Mikal Bridges,2022-23,BRK,26.0,20100000.0,"$20,100,000",66.0,27.0,26.1,4.5,2.7,21.3,0.607,2.5,1.2,3.3,,,,,,,,,,,,,,20100000.0,2009999900.0,26.1,4.5,2.7,1.2,2.5,Significantly Improved,Breakout,2022
Austin Reaves,2022-23,LAL,24.0,1563518.0,"$1,563,518",441.0,64.0,13.0,3.0,3.4,14.9,0.687,5.4,1.2,0.7,,,,,,,,,,,,,,1563518.0,156351700.0,13.0,3.0,3.4,1.2,5.4,Significantly Improved,Breakout,2022
Bobby Portis,2022-23,MIL,27.0,10843350.0,"$10,843,350",130.0,70.0,14.1,9.6,1.5,17.8,0.575,5.3,1.2,0.7,,,,,,,,,,,,,,10843350.0,1084334900.0,14.1,9.6,1.5,1.2,5.3,Significantly Improved,Breakout,2022
Karl-Anthony Towns,2022-23,MIN,27.0,33833400.0,"$33,833,400",25.0,29.0,20.8,8.1,4.8,18.8,0.618,2.7,1.2,3.0,,,,,,,,,,,,,,33833400.0,3383339900.0,20.8,8.1,4.8,1.2,2.7,Significantly Improved,Breakout,2022
Xavier Tillman Sr.,2022-23,MEM,24.0,,,,61.0,7.0,5.0,1.6,17.3,0.621,4.2,1.2,1.9,,,,,,,,,,,,,,,,7.0,5.0,1.6,1.2,4.2,Significantly Improved,Breakout,2022
Markelle Fultz,2022-23,ORL,24.0,16500000.0,"$16,500,000",90.0,60.0,14.0,3.9,5.7,16.6,0.564,3.7,1.2,0.5,,,,,,,,,,,,,,16500000.0,1649999900.0,14.0,3.9,5.7,1.2,3.7,Significantly Improved,Breakout,2022
Daniel Gafford,2022-23,WAS,24.0,1930681.0,"$1,930,681",396.0,78.0,9.0,5.6,1.1,19.7,0.739,6.1,1.2,1.0,,,,,,,,,,,,,,1930681.0,193068000.0,9.0,5.6,1.1,1.2,6.1,Significantly Improved,Breakout,2022
Kelly Olynyk,2022-23,UTA,31.0,12804878.0,"$12,804,878",116.0,68.0,12.5,6.2,3.7,14.4,0.643,4.3,1.2,0.4,,,,,,,,,,,,,,12804878.0,1280487700.0,12.5,6.2,3.7,1.2,4.3,Significantly Improved,Breakout,2022
Russell Westbrook,2022-23,2TM,34.0,46295265.0,"$46,295,265",2.0,73.0,15.9,5.8,7.5,16.1,0.513,1.9,1.2,0.2,,,,,,,,,,,,,,46295265.0,4629526400.0,15.9,5.8,7.5,1.2,1.9,Significantly Improved,Breakout,2022
Jarred Vanderbilt,2022-23,UTA,23.0,4374000.0,"$4,374,000",247.0,52.0,8.3,7.9,2.7,16.0,0.607,3.6,1.1,1.5,,,,,,,,,,,,,,4374000.0,437399900.0,8.3,7.9,2.7,1.1,3.6,Significantly Improved,Breakout,2022
Santi Aldama,2022-23,MEM,22.0,,,,77.0,9.0,4.8,1.3,13.9,0.591,4.6,1.1,0.5,,,,,,,,,,,,,,,,9.0,4.8,1.3,1.1,4.6,Significantly Improved,Breakout,2022
Robert Williams,2022-23,BOS,25.0,10714287.0,"$10,714,287",133.0,35.0,8.0,8.3,1.4,19.8,0.742,3.8,1.1,3.3,,,,,,,,,,,,,,10714287.0,1071428600.0,8.0,8.3,1.4,1.1,3.8,Significantly Improved,Breakout,2022
Monte Morris,2022-23,WAS,27.0,9125000.0,"$9,125,000",158.0,62.0,10.3,3.4,5.3,15.0,0.579,4.2,1.1,0.5,,,,,,,,,,,,,,9125000.0,912499900.0,10.3,3.4,5.3,1.1,4.2,Significantly Improved,Breakout,2022
Nicolas Batum,2022-23,LAC,34.0,10843350.0,"$10,843,350",130.0,78.0,6.1,3.8,1.6,11.0,0.594,3.6,1.0,0.5,,,,,,,,,,,,,,10843350.0,1084334900.0,6.1,3.8,1.6,1.0,3.6,Significantly Improved,Improving,2022
Michael Porter Jr.,2022-23,DEN,24.0,,,,62.0,17.4,5.5,1.0,16.8,0.621,4.3,1.0,0.2,,,,,,,,,,,,,,,,17.4,5.5,1.0,1.0,4.3,Significantly Improved,Improving,2022
Caris LeVert,2022-23,CLE,28.0,18796296.0,"$18,796,296",73.0,74.0,12.1,3.8,3.9,12.4,0.546,4.4,1.0,-0.2,,,,,,,,,,,,,,18796296.0,1879629500.0,12.1,3.8,3.9,1.0,4.4,Significantly Improved,Improving,2022
Malik Monk,2022-23,SAC,24.0,9472219.0,"$9,472,219",150.0,77.0,13.5,2.6,3.9,16.6,0.587,3.2,1.0,0.3,,,,,,,,,,,,,,9472219.0,947221800.0,13.5,2.6,3.9,1.0,3.2,Significantly Improved,Improving,2022
Quentin Grimes,2022-23,NYK,22.0,2277000.0,"$2,277,000",352.0,71.0,11.3,3.2,2.1,11.7,0.619,4.8,1.0,-0.1,,,,,,,,,,,,,,2277000.0,227699900.0,11.3,3.2,2.1,1.0,4.8,Significantly Improved,Improving,2022
Grayson Allen,2022-23,MIL,27.0,8925000.0,"$8,925,000",162.0,72.0,10.4,3.3,2.3,12.3,0.612,5.1,1.0,0.1,,,,,,,,,,,,,,8925000.0,892499900.0,10.4,3.3,2.3,1.0,5.1,Significantly Improved,Improving,2022
Klay Thompson,2022-23,GSW,32.0,40600080.0,"$40,600,080",11.0,69.0,21.9,4.1,2.4,14.7,0.576,3.1,1.0,-0.3,,,,,,,,,,,,,,40600080.0,4060007900.0,21.9,4.1,2.4,1.0,3.1,Significantly Improved,Improving,2022
Jakob Poeltl,2022-23,TOR,27.0,9398148.0,"$9,398,148",152.0,26.0,13.1,9.1,2.2,23.1,0.652,3.1,1.0,3.6,,,,,,,,,,,,,,9398148.0,939814700.0,13.1,9.1,2.2,1.0,3.1,Significantly Improved,Improving,2022
T.J. McConnell,2022-23,IND,30.0,,,,75.0,8.7,3.1,5.3,16.8,0.59,3.1,1.0,0.5,,,,,,,,,,,,,,,,8.7,3.1,5.3,1.0,3.1,Significantly Improved,Improving,2022
Josh Hart,2022-23,NYK,27.0,12960000.0,"$12,960,000",114.0,25.0,10.2,7.0,3.6,17.1,0.703,2.8,1.0,3.4,,,,,,,,,,,,,,12960000.0,1295999900.0,10.2,7.0,3.6,1.0,2.8,Significantly Improved,Improving,2022
Jerami Grant,2022-23,POR,28.0,20955000.0,"$20,955,000",64.0,63.0,20.5,4.5,2.4,16.0,0.606,4.1,1.0,-0.2,,,,,,,,,,,,,,20955000.0,2095499900.0,20.5,4.5,2.4,1.0,4.1,Significantly Improved,Improving,2022
Sam Hauser,2022-23,BOS,25.0,1637966.0,"$1,637,966",438.0,80.0,6.4,2.6,0.9,12.7,0.634,3.4,1.0,1.0,,,,,,,,,,,,,,1637966.0,163796500.0,6.4,2.6,0.9,1.0,3.4,Significantly Improved,Improving,2022
Naz Reid,2022-23,MIN,23.0,1930681.0,"$1,930,681",396.0,68.0,11.5,4.9,1.1,18.5,0.617,3.0,1.0,1.0,,,,,,,,,,,,,,1930681.0,193068000.0,11.5,4.9,1.1,1.0,3.0,Significantly Improved,Improving,2022
Isaiah Joe,2022-23,OKC,23.0,1836090.0,"$1,836,090",414.0,73.0,9.5,2.4,1.2,14.5,0.626,3.8,1.0,0.9,,,,,,,,,,,,,,1836090.0,183608900.0,9.5,2.4,1.2,1.0,3.8,Significantly Improved,Improving,2022
Norman Powell,2022-23,LAC,29.0,16758621.0,"$16,758,621",88.0,60.0,17.0,2.9,1.8,17.1,0.612,3.5,0.9,0.3,,,,,,,,,,,,,,16758621.0,1675862000.0,17.0,2.9,1.8,0.9,3.5,Significantly Improved,Improving,2022
Jakob Poeltl,2022-23,SAS,27.0,9398148.0,"$9,398,148",152.0,46.0,12.1,9.0,3.1,19.7,0.625,2.9,0.9,0.9,,,,,,,,,,,,,,9398148.0,939814700.0,12.1,9.0,3.1,0.9,2.9,Significantly Improved,Improving,2022
Bruce Brown,2022-23,DEN,26.0,6479000.0,"$6,479,000",195.0,80.0,11.5,4.1,3.4,13.3,0.571,4.3,0.9,-0.5,,,,,,,,,,,,,,6479000.0,647899900.0,11.5,4.1,3.4,0.9,4.3,Significantly Improved,Improving,2022
Kyle Lowry,2022-23,MIA,36.0,28333334.0,"$28,333,334",47.0,55.0,11.2,4.1,5.1,12.6,0.565,3.4,0.9,0.2,,,,,,,,,,,,,,28333334.0,2833333300.0,11.2,4.1,5.1,0.9,3.4,Significantly Improved,Improving,2022
John Konchar,2022-23,MEM,26.0,2300000.0,"$2,300,000",347.0,72.0,5.1,4.3,1.4,10.8,0.542,3.5,0.9,0.5,,,,,,,,,,,,,,2300000.0,229999900.0,5.1,4.3,1.4,0.9,3.5,Significantly Improved,Improving,2022
Saddiq Bey,2022-23,2TM,23.0,2959080.0,"$2,959,080",300.0,77.0,13.8,4.7,1.5,14.6,0.564,3.9,0.9,-0.3,,,,,,,,,,,,,,2959080.0,295907900.0,13.8,4.7,1.5,0.9,3.9,Significantly Improved,Improving,2022
Bogdan Bogdanović,2022-23,ATL,30.0,,,,54.0,14.0,3.1,2.8,14.2,0.586,2.8,0.9,0.5,,,,,,,,,,,,,,,,14.0,3.1,2.8,0.9,2.8,Significantly Improved,Improving,2022
Thomas Bryant,2022-23,LAL,25.0,1968175.0,"$1,968,175",387.0,41.0,12.1,6.8,0.7,21.5,0.712,3.8,0.9,2.3,,,,,,,,,,,,,,1968175.0,196817400.0,12.1,6.8,0.7,0.9,3.8,Significantly Improved,Improving,2022
Alec Burks,2022-23,DET,31.0,10012800.0,"$10,012,800",142.0,51.0,12.8,3.1,2.2,16.5,0.602,2.5,0.9,1.2,,,,,,,,,,,,,,10012800.0,1001279900.0,12.8,3.1,2.2,0.9,2.5,Significantly Improved,Improving,2022
Drew Eubanks,2022-23,POR,25.0,1968175.0,"$1,968,175",387.0,78.0,6.6,5.4,1.3,16.2,0.666,4.4,0.8,0.1,,,,,,,,,,,,,,1968175.0,196817400.0,6.6,5.4,1.3,0.8,4.4,Significantly Improved,Improving,2022
Kevin Love,2022-23,2TM,34.0,27442830.0,"$27,442,830",49.0,62.0,8.2,6.4,1.9,13.1,0.548,2.6,0.8,0.6,,,,,,,,,,,,,,27442830.0,2744282900.0,8.2,6.4,1.9,0.8,2.6,Significantly Improved,Improving,2022
Terance Mann,2022-23,LAC,26.0,1930681.0,"$1,930,681",396.0,81.0,8.8,3.4,2.3,13.4,0.619,4.3,0.8,-0.2,,,,,,,,,,,,,,1930681.0,193068000.0,8.8,3.4,2.3,0.8,4.3,Significantly Improved,Improving,2022
Jordan Goodwin,2022-23,WAS,24.0,1280206.0,"$1,280,206",463.0,62.0,6.6,3.3,2.7,14.8,0.531,2.2,0.8,0.7,,,,,,,,,,,,,,1280206.0,128020500.0,6.6,3.3,2.7,0.8,2.2,Significantly Improved,Improving,2022
Terry Rozier,2022-23,CHO,28.0,21486316.0,"$21,486,316",60.0,63.0,21.1,4.1,5.1,14.7,0.517,1.7,0.8,-0.6,,,,,,,,,,,,,,21486316.0,2148631500.0,21.1,4.1,5.1,0.8,1.7,Significantly Improved,Improving,2022
Herbert Jones,2022-23,NOP,24.0,,,,66.0,9.8,4.1,2.5,12.1,0.567,4.2,0.8,-0.3,,,,,,,,,,,,,,,,9.8,4.1,2.5,0.8,4.2,Significantly Improved,Improving,2022
Kenrich Williams,2022-23,OKC,28.0,2000000.0,"$2,000,000",380.0,53.0,8.0,4.9,2.0,14.4,0.585,3.3,0.8,0.5,,,,,,,,,,,,,,2000000.0,199999900.0,8.0,4.9,2.0,0.8,3.3,Significantly Improved,Improving,2022
Cameron Johnson,2022-23,BRK,26.0,5887899.0,"$5,887,899",210.0,25.0,16.6,4.8,2.1,16.9,0.61,2.1,0.8,2.0,,,,,,,,,,,,,,5887899.0,588789800.0,16.6,4.8,2.1,0.8,2.1,Significantly Improved,Improving,2022
Luke Kennard,2022-23,2TM,26.0,13745455.0,"$13,745,455",107.0,59.0,9.3,2.7,1.5,13.0,0.684,3.4,0.8,0.5,,,,,,,,,,,,,,13745455.0,1374545400.0,9.3,2.7,1.5,0.8,3.4,Significantly Improved,Improving,2022
Josh Hart,2022-23,POR,27.0,12960000.0,"$12,960,000",114.0,51.0,9.5,8.2,3.9,12.7,0.586,3.2,0.8,-0.2,,,,,,,,,,,,,,12960000.0,1295999900.0,9.5,8.2,3.9,0.8,3.2,Significantly Improved,Improving,2022
Keegan Murray,2022-23,SAC,22.0,8008440.0,"$8,008,440",176.0,80.0,12.2,4.6,1.2,12.3,0.597,4.3,0.8,-0.6,,,,,,,,,,,,,,8008440.0,800843900.0,12.2,4.6,1.2,0.8,4.3,Significantly Improved,Improving,2022
Jonas Valančiūnas,2022-23,NOP,30.0,14700000.0,"$14,700,000",98.0,79.0,14.1,10.2,1.8,19.3,0.61,5.8,0.8,-0.4,,,,,,,,,,,,,,14700000.0,1469999900.0,14.1,10.2,1.8,0.8,5.8,Significantly Improved,Improving,2022
Devin Vassell,2022-23,SAS,22.0,4437000.0,"$4,437,000",245.0,38.0,18.5,3.9,3.6,15.5,0.55,1.2,0.7,0.4,,,,,,,,,,,,,,4437000.0,443699900.0,18.5,3.9,3.6,0.7,1.2,Significantly Improved,Improving,2022
Chris Boucher,2022-23,TOR,30.0,12690000.0,"$12,690,000",117.0,76.0,9.4,5.5,0.4,18.0,0.59,5.0,0.7,-0.1,,,,,,,,,,,,,,12690000.0,1268999900.0,9.4,5.5,0.4,0.7,5.0,Significantly Improved,Improving,2022
Luke Kennard,2022-23,MEM,26.0,13745455.0,"$13,745,455",107.0,24.0,11.3,3.1,2.3,16.0,0.758,2.3,0.7,2.9,,,,,,,,,,,,,,13745455.0,1374545400.0,11.3,3.1,2.3,0.7,2.3,Significantly Improved,Improving,2022
Robert Covington,2022-23,LAC,32.0,12307692.0,"$12,307,692",120.0,48.0,6.0,3.5,1.2,14.2,0.584,1.9,0.7,1.7,,,,,,,,,,,,,,12307692.0,1230769100.0,6.0,3.5,1.2,0.7,1.9,Significantly Improved,Improving,2022
Russell Westbrook,2022-23,LAL,34.0,46295265.0,"$46,295,265",2.0,52.0,15.9,6.2,7.5,15.3,0.496,0.7,0.7,-0.1,,,,,,,,,,,,,,46295265.0,4629526400.0,15.9,6.2,7.5,0.7,0.7,Significantly Improved,Improving,2022
Jusuf Nurkić,2022-23,POR,28.0,15625000.0,"$15,625,000",94.0,52.0,13.3,9.1,2.9,17.3,0.589,2.7,0.7,0.1,,,,,,,,,,,,,,15625000.0,1562499900.0,13.3,9.1,2.9,0.7,2.7,Significantly Improved,Improving,2022
Torrey Craig,2022-23,PHO,32.0,5121951.0,"$5,121,951",228.0,79.0,7.4,5.4,1.5,11.6,0.566,4.0,0.7,-0.6,,,,,,,,,,,,,,5121951.0,512195000.0,7.4,5.4,1.5,0.7,4.0,Significantly Improved,Improving,2022
Moritz Wagner,2022-23,ORL,25.0,1878720.0,"$1,878,720",408.0,57.0,10.5,4.5,1.5,17.4,0.63,3.4,0.7,0.6,,,,,,,,,,,,,,1878720.0,187871900.0,10.5,4.5,1.5,0.7,3.4,Significantly Improved,Improving,2022
Mike Conley,2022-23,MIN,35.0,22680000.0,"$22,680,000",56.0,24.0,14.0,3.1,5.0,16.1,0.631,2.5,0.7,2.0,,,,,,,,,,,,,,22680000.0,2267999900.0,14.0,3.1,5.0,0.7,2.5,Significantly Improved,Improving,2022
Thomas Bryant,2022-23,2TM,25.0,1968175.0,"$1,968,175",387.0,59.0,9.8,5.7,0.5,19.7,0.682,4.1,0.7,0.6,,,,,,,,,,,,,,1968175.0,196817400.0,9.8,5.7,0.5,0.7,4.1,Significantly Improved,Improving,2022
Mike Conley,2022-23,UTA,35.0,22680000.0,"$22,680,000",56.0,43.0,10.7,2.5,7.7,13.9,0.552,3.0,0.7,0.2,,,,,,,,,,,,,,22680000.0,2267999900.0,10.7,2.5,7.7,0.7,3.0,Significantly Improved,Improving,2022
Kevin Love,2022-23,CLE,34.0,27442830.0,"$27,442,830",49.0,41.0,8.5,6.8,1.9,13.6,0.555,1.9,0.7,1.4,,,,,,,,,,,,,,27442830.0,2744282900.0,8.5,6.8,1.9,0.7,1.9,Significantly Improved,Improving,2022
Steven Adams,2022-23,MEM,29.0,17926829.0,"$17,926,829",79.0,42.0,8.6,11.5,2.3,17.5,0.564,3.4,0.7,0.6,,,,,,,,,,,,,,17926829.0,1792682800.0,8.6,11.5,2.3,0.7,3.4,Significantly Improved,Improving,2022
Isaiah Hartenstein,2022-23,NYK,24.0,8854879.0,"$8,854,879",166.0,82.0,5.0,6.5,1.2,14.2,0.567,4.6,0.7,-0.3,,,,,,,,,,,,,,8854879.0,885487800.0,5.0,6.5,1.2,0.7,4.6,Significantly Improved,Improving,2022
Isaac Okoro,2022-23,CLE,22.0,7040880.0,"$7,040,880",189.0,76.0,6.4,2.5,1.1,10.7,0.614,4.2,0.7,-0.3,,,,,,,,,,,,,,7040880.0,704087900.0,6.4,2.5,1.1,0.7,4.2,Significantly Improved,Improving,2022
Ben Simmons,2022-23,BRK,26.0,35448672.0,"$35,448,672",21.0,42.0,6.9,6.3,6.1,13.4,0.559,2.2,0.7,0.4,,,,,,,,,,,,,,35448672.0,3544867100.0,6.9,6.3,6.1,0.7,2.2,Significantly Improved,Improving,2022
KJ Martin,2022-23,HOU,22.0,1782621.0,"$1,782,621",423.0,82.0,12.7,5.5,1.5,15.4,0.635,4.9,0.7,-0.7,,,,,,,,,,,,,,1782621.0,178262000.0,12.7,5.5,1.5,0.7,4.9,Significantly Improved,Improving,2022
Harrison Barnes,2022-23,SAC,30.0,18352273.0,"$18,352,273",75.0,82.0,15.0,4.5,1.6,14.1,0.632,6.5,0.7,-1.0,,,,,,,,,,,,,,18352273.0,1835227200.0,15.0,4.5,1.6,0.7,6.5,Significantly Improved,Improving,2022
Devonte' Graham,2022-23,2TM,27.0,,,,73.0,7.4,1.7,2.7,12.5,0.552,2.5,0.6,-0.1,,,,,,,,,,,,,,,,7.4,1.7,2.7,0.6,2.5,Significantly Improved,Improving,2022
Khris Middleton,2022-23,MIL,31.0,37984276.0,"$37,984,276",14.0,33.0,15.1,4.2,4.9,17.4,0.551,1.9,0.6,0.8,,,,,,,,,,,,,,37984276.0,3798427500.0,15.1,4.2,4.9,0.6,1.9,Significantly Improved,Improving,2022
Mo Bamba,2022-23,ORL,24.0,10300000.0,"$10,300,000",137.0,40.0,7.3,4.6,1.1,16.3,0.613,2.1,0.6,1.3,,,,,,,,,,,,,,10300000.0,1029999900.0,7.3,4.6,1.1,0.6,2.1,Significantly Improved,Improving,2022
Jevon Carter,2022-23,MIL,27.0,3925000.0,"$3,925,000",267.0,81.0,8.0,2.5,2.4,10.9,0.56,3.5,0.6,-0.6,,,,,,,,,,,,,,3925000.0,392499900.0,8.0,2.5,2.4,0.6,3.5,Significantly Improved,Improving,2022
Kris Dunn,2022-23,UTA,28.0,1000001.0,"$1,000,001",473.0,22.0,13.2,4.5,5.6,19.1,0.606,1.9,0.6,2.4,,,,,,,,,,,,,,1000001.0,100000000.0,13.2,4.5,5.6,0.6,1.9,Significantly Improved,Improving,2022
Josh Okogie,2022-23,PHO,24.0,1968175.0,"$1,968,175",387.0,72.0,7.3,3.5,1.5,13.3,0.531,2.8,0.6,-0.2,,,,,,,,,,,,,,1968175.0,196817400.0,7.3,3.5,1.5,0.6,2.8,Significantly Improved,Improving,2022
Zach Collins,2022-23,SAS,25.0,7350000.0,"$7,350,000",185.0,63.0,11.6,6.4,2.9,16.4,0.599,2.2,0.6,-0.2,,,,,,,,,,,,,,7350000.0,734999900.0,11.6,6.4,2.9,0.6,2.2,Significantly Improved,Improving,2022
Luke Kornet,2022-23,BOS,27.0,2133278.0,"$2,133,278",369.0,69.0,3.8,2.9,0.8,16.7,0.697,3.3,0.6,1.0,,,,,,,,,,,,,,2133278.0,213327700.0,3.8,2.9,0.8,0.6,3.3,Significantly Improved,Improving,2022
Jalen Johnson,2022-23,ATL,21.0,2792640.0,"$2,792,640",319.0,70.0,5.6,4.0,1.2,14.1,0.554,2.1,0.6,0.3,,,,,,,,,,,,,,2792640.0,279263900.0,5.6,4.0,1.2,0.6,2.1,Significantly Improved,Improving,2022
Ivica Zubac,2022-23,LAC,25.0,10123457.0,"$10,123,457",141.0,76.0,10.8,9.9,1.0,16.7,0.661,6.7,0.6,-0.9,,,,,,,,,,,,,,10123457.0,1012345600.0,10.8,9.9,1.0,0.6,6.7,Significantly Improved,Improving,2022
Kentavious Caldwell-Pope,2022-23,DEN,29.0,14004703.0,"$14,004,703",104.0,76.0,10.8,2.7,2.4,11.5,0.598,4.5,0.6,-1.0,,,,,,,,,,,,,,14004703.0,1400470200.0,10.8,2.7,2.4,0.6,4.5,Significantly Improved,Improving,2022
Jalen Duren,2022-23,DET,19.0,4124280.0,"$4,124,280",257.0,67.0,9.1,8.9,1.1,17.3,0.655,4.5,0.5,-0.8,,,,,,,,,,,,,,4124280.0,412427900.0,9.1,8.9,1.1,0.5,4.5,Significantly Improved,Improving,2022
Marcus Smart,2022-23,BOS,28.0,17207142.0,"$17,207,142",83.0,61.0,11.5,3.1,6.3,12.1,0.538,3.7,0.5,-1.0,,,,,,,,,,,,,,17207142.0,1720714100.0,11.5,3.1,6.3,0.5,3.7,Significantly Improved,Improving,2022
Jaden McDaniels,2022-23,MIN,22.0,2161440.0,"$2,161,440",365.0,79.0,12.1,3.9,1.9,12.0,0.611,4.4,0.5,-1.2,,,,,,,,,,,,,,2161440.0,216143900.0,12.1,3.9,1.9,0.5,4.4,Significantly Improved,Improving,2022
Troy Brown Jr.,2022-23,LAL,23.0,,,,76.0,7.1,4.1,1.3,9.6,0.561,2.9,0.5,-1.0,,,,,,,,,,,,,,,,7.1,4.1,1.3,0.5,2.9,Significantly Improved,Improving,2022
Cedi Osman,2022-23,CLE,27.0,7426088.0,"$7,426,088",183.0,77.0,8.7,2.3,1.5,12.0,0.579,3.3,0.5,-0.7,,,,,,,,,,,,,,7426088.0,742608700.0,8.7,2.3,1.5,0.5,3.3,Significantly Improved,Improving,2022
Russell Westbrook,2022-23,LAC,34.0,46295265.0,"$46,295,265",2.0,21.0,15.8,4.9,7.6,17.8,0.562,1.2,0.5,0.8,,,,,,,,,,,,,,46295265.0,4629526400.0,15.8,4.9,7.6,0.5,1.2,Significantly Improved,Improving,2022
Anfernee Simons,2022-23,POR,23.0,22321429.0,"$22,321,429",58.0,62.0,21.1,2.6,4.1,14.8,0.581,2.5,0.5,-1.1,,,,,,,,,,,,,,22321429.0,2232142800.0,21.1,2.6,4.1,0.5,2.5,Significantly Improved,Improving,2022
Royce O'Neale,2022-23,BRK,29.0,9200000.0,"$9,200,000",156.0,76.0,8.8,5.1,3.7,9.2,0.538,2.9,0.5,-1.1,,,,,,,,,,,,,,9200000.0,919999900.0,8.8,5.1,3.7,0.5,2.9,Significantly Improved,Improving,2022
Tre Jones,2022-23,SAS,23.0,1782621.0,"$1,782,621",423.0,68.0,12.9,3.6,6.6,16.0,0.534,3.4,0.5,-1.0,,,,,,,,,,,,,,1782621.0,178262000.0,12.9,3.6,6.6,0.5,3.4,Significantly Improved,Improving,2022
Grant Williams,2022-23,BOS,24.0,4306281.0,"$4,306,281",251.0,79.0,8.1,4.6,1.7,10.3,0.605,4.4,0.5,-1.1,,,,,,,,,,,,,,4306281.0,430628000.0,8.1,4.6,1.7,0.5,4.4,Significantly Improved,Improving,2022
Mo Bamba,2022-23,2TM,24.0,10300000.0,"$10,300,000",137.0,49.0,6.6,4.6,0.9,15.7,0.602,2.2,0.5,0.5,,,,,,,,,,,,,,10300000.0,1029999900.0,6.6,4.6,0.9,0.5,2.2,Significantly Improved,Improving,2022
Keita Bates-Diop,2022-23,SAS,27.0,1878720.0,"$1,878,720",408.0,67.0,9.7,3.7,1.5,14.9,0.609,2.7,0.5,-0.6,,,,,,,,,,,,,,1878720.0,187871900.0,9.7,3.7,1.5,0.5,2.7,Significantly Improved,Improving,2022
Andrew Wiggins,2022-23,GSW,27.0,33616770.0,"$33,616,770",28.0,37.0,17.1,5.0,2.3,14.7,0.564,2.3,0.5,-0.5,,,,,,,,,,,,,,33616770.0,3361676900.0,17.1,5.0,2.3,0.5,2.3,Significantly Improved,Improving,2022
Spencer Dinwiddie,2022-23,BRK,29.0,19500000.0,"$19,500,000",72.0,26.0,16.5,4.1,9.1,15.8,0.523,2.0,0.5,0.2,,,,,,,,,,,,,,19500000.0,1949999900.0,16.5,4.1,9.1,0.5,2.0,Significantly Improved,Improving,2022
Coby White,2022-23,CHI,22.0,7413955.0,"$7,413,955",184.0,74.0,9.7,2.9,2.8,12.5,0.572,3.1,0.5,-0.8,,,,,,,,,,,,,,7413955.0,741395400.0,9.7,2.9,2.8,0.5,3.1,Significantly Improved,Improving,2022
